,Timestamp_x,MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,client_type,name_ap,class,Timestamp_y,code_ap,channel_1,channel_2,ch_utilization_1,ch_utilization_2,noise_x,noise_y,tx_power_1,tx_power_2,n_clients_2_4,n_clients_5
10,1709919632.1323998,a6f9a26a6f381d12517ee345e6b0e7903f55b4a2c0bd04e67a1b2e72baa2a03b,2a3ef3f7561352ca9b956e53f1d092618dea588525353229a19434bcf170edb4,polito.it,-64,28,141030746.0,4999404.0,10.0,AP-DIMAT03,Staff,1709919644.9960716,160.224.175.214.86.128,1.0,56.0,20.0,0.0,-98.0,-92.0,5.0,3.0,1.0,1.0
11,1709919632.1323998,3f233f0e3d0c3b49e78cdde72d6ebeb14c9ddeeb164436b52131d08eabae14f7,b75db4e1c144ed1b48d527383787ab4b1260b013b9e0d0a54d737252f6e06793,studenti.polito.it,-64,30,5758388.0,2455490.0,10.0,AP-DIATI0-01,Student,1709919644.9960716,100.246.157.120.158.48,1.0,100.0,16.0,0.0,-96.0,-89.0,5.0,1.0,0.0,6.0
12,1709919632.1323998,a0906e2a1c40a17087d410bc69540c5cf970987548f34a7621877ee45784c397,1626c4b5d081ef3b9b703baf1e4c4cb825a5d7c6c0f37d072c9a5f0c289cf8a2,polito.it,-80,8,1512840001.0,236562027.0,10.0,AP-DITIC07,Staff,1709919644.9960716,24.128.144.210.244.208,11.0,100.0,16.0,0.0,-97.0,-86.0,1.0,1.0,3.0,6.0
13,1709919632.1323998,905a12a298f9d3ecb18588cbd5e81893258bf0448764d8b84fd9e4f739ad8a64,440225d48c4b7972b54ceb2d9e5b78bcd554abaaffeb4177b9fab297535c5761,polito.it,-61,32,969234893.0,100799734.0,10.0,AP-CIT-DET3-02,Staff,1709919644.9960716,64.1.122.169.49.240,11.0,60.0,11.0,1.0,-84.0,-91.0,2.0,1.0,0.0,10.0
14,1709919632.1323998,7b50c9a81bd2769ae6eca29a1e86fd59aebc9e0d13f67facce5acab5bfe815f9,b45c81c6806a3c1283ec76b5e193817965588b942dd6b93b7ca11ad66280468c,studenti.polito.it,-61,33,390648897.0,18689443.0,10.0,AP-CIT-EXCELID,Student,1709919644.9960716,0.53.26.167.251.112,6.0,100.0,31.0,6.0,-82.0,-92.0,3.0,1.0,3.0,73.0
15,1709919632.1323998,8afabb936776c79ea42bca05569363cf2b602a54dfc2b6eef52faf4fd997364b,03640def0c7658cdc49b27e50ac55bf15f5968af2ce91719a09612d7453c24c5,polito.it,-71,21,1551184492.0,400705068.0,10.0,AP-DISTR07,Staff,1709919644.9960716,24.128.144.205.88.96,1.0,64.0,25.0,0.0,-86.0,-92.0,3.0,1.0,2.0,3.0
16,1709919632.1323998,734aee8f57714ede291883a9ccc96de6fb43f8e745d614e96375c9ce15128288,2b3d870d644dc2163098e723f91d7b75dadc81774d91fe90652cc983f2bb86e4,polito.it,-60,29,20151403.0,2870777.0,10.0,AP-DENER-ANECOICA,Staff,1709919644.9960716,16.6.237.44.38.64,6.0,44.0,7.0,0.0,-92.0,-96.0,3.0,1.0,0.0,1.0
17,1709919632.1323998,2ffba440bcee98ef8f934ceaa12d3995854743591d6d78ca929df0118d9952ac,cd40a5f3325f17febd94fb4e8b4949d396c10e771de4e83791e0985a9797b047,studenti.polito.it,-68,26,127036459.0,21701211.0,6.0,AP-CORTILE-05,Student,1709919644.9960716,244.207.226.78.182.80,1.0,140.0,23.0,0.0,-96.0,-95.0,3.0,1.0,0.0,2.0
18,1709919632.1323998,37f05d288decf5f0786a8d0620d1ced5f4605155592287168cddea9917814eb1,07098f7802d0f6ed390101df7dcb7a97ba0b6c2f336de7302916a7787172a655,studenti.polito.it,-84,10,176828.0,285865.0,,AP-DISMIC03,Student,1709919644.9960716,24.128.144.204.255.16,1.0,100.0,15.0,0.0,-96.0,-91.0,1.0,1.0,2.0,2.0
19,1709919632.1323998,ba2218400f9091b4e39d82a74e729084b75472a7a3c2f24c3751180c7e8075e3,bd57ef50152fa110042c86cb1e6eace7805dd0ea071fc4bea1240a8299b736fc,studenti.polito.it,-56,37,72271927.0,8610902.0,10.0,AP-AULA3N-02,Student,1709919644.9960716,244.207.226.201.79.240,11.0,36.0,8.0,0.0,-80.0,-93.0,3.0,1.0,1.0,19.0
20,1709919632.1323998,10e3a25c418516792d1d1d051a3b05926e5eaae07a9361c2e8569edf0b2bc42d,b45c81c6806a3c1283ec76b5e193817965588b942dd6b93b7ca11ad66280468c,studenti.polito.it,-57,36,732344567.0,22576117.0,10.0,AP-CIT-EXCELID,Student,1709919644.9960716,0.53.26.167.251.112,6.0,100.0,31.0,6.0,-82.0,-92.0,3.0,1.0,3.0,73.0
21,1709919632.1323998,6906a9c6bed6eb902565fbcbcc261b6f7bb2835af146a9520de851fd33ec68cf,45f6548231af1017e8ff078825e1b6b4474d578f15e4da5f370ccd6e2dca4c04,studenti.polito.it,-57,36,58618391.0,2272240.0,10.0,AP-AULA1I-01,Student,1709919644.9960716,228.170.93.190.21.32,6.0,44.0,11.0,10.0,-97.0,-91.0,5.0,1.0,0.0,22.0
22,1709919632.1323998,5011759ceb0f1275bcd6c7dc39dfa5fc31be08c9d590fa1b2e5c319ff4b26560,c31bbcbfd23da1d7785a4df86fbd689af0d5c89d690f46d529bc3c8cb561785e,studenti.polito.it,-64,29,121399367.0,67605442.0,10.0,AP-VALE-MOLLINO-01,Student,1709919644.9960716,132.184.2.237.208.144,1.0,100.0,1.0,3.0,-98.0,-91.0,1.0,1.0,1.0,6.0
23,1709919632.1323998,7a6046102cb19dbde489c7dabc581ed25e4bb504c13b3dfb4ab65f1674baa81a,9de6dd2bd9b3e0532f14275b79177e850258aa0d43596c8446b501c334fa3664,studenti.polito.it,-68,26,2291877.0,482640.0,6.0,AP-DISTR06,Student,1709919644.9960716,24.128.144.202.59.112,6.0,64.0,16.0,0.0,-94.0,-91.0,1.0,1.0,1.0,2.0
24,1709919632.1323998,cc2a3756b53290232243f04c39b3e77d19583f3503f9cf74d5252c43665eadfc,3b208612f1e501beca89bb0386d19fa7ab9b621e161c3b87785f4cc09f9ca8ec,studenti.polito.it,-53,39,164505662.0,12233575.0,10.0,AP-COV-C3B-XP03-15,Student,1709919644.9960716,176.170.119.80.22.192,11.0,44.0,63.0,7.0,-82.0,-88.0,5.0,6.0,1.0,3.0
25,1709919632.1323998,044dfb44361430df23d397d32bc278716b5c21e8f21d041b9bbe750898976736,9f37b570489ce0ac35c44dfc8e8ace5c40beda7591d2fb876877d9a7dd0d1e79,studenti.polito.it,-46,47,132061867.0,76576695.0,10.0,AP-VALE-MOLLINO-01,Student,1709919644.9960716,132.184.2.237.208.144,1.0,100.0,1.0,3.0,-98.0,-91.0,1.0,1.0,1.0,6.0
26,1709919632.1323998,9f12705b38b6b1572fdec43b00f1f22afdb752b048d4b8a65fe362b03b017e8b,6e28fec3f6b835e8d075faba8140f5c7c51b73f11569c93130cce4e493f037f5,studenti.polito.it,-65,27,89628283.0,38142068.0,10.0,AP-AULA5I-03,Student,1709919644.9960716,0.53.26.121.107.96,6.0,100.0,6.0,0.0,-91.0,-89.0,3.0,1.0,0.0,4.0
27,1709919632.1323998,16cdc85d9dc1abf5b255b44ee6624f4b8d678dc7b204e61e3b842d7f92b6173c,791d330fc8a9767ddc007c16d6b6c22e3c9bbe4fc31f9cd1dfb192a814a20a5f,studenti.polito.it,-53,37,81563222.0,63530009.0,10.0,AP-AULASTUDIO3-3,Student,1709919644.9960716,100.246.157.102.17.144,6.0,56.0,65.0,6.0,-89.0,-90.0,5.0,5.0,3.0,28.0
28,1709919632.1323998,e6e3072798ecb690224a0b691f07b8436120569f37c21bceb8a861f487863af6,31ed6729a7773f8a71cca397839b188961edeb5e3428763b53907caaaaa9d43a,polito.it,-67,27,1402809.0,321153.0,6.0,AP-VALE-MN1-03,Staff,1709919644.9960716,176.139.207.135.12.128,1.0,52.0,7.0,0.0,-95.0,-97.0,4.0,4.0,1.0,0.0
29,1709919632.1323998,2e8ba4c11d948e23b84d9464001bd018e72598cc88a101f19f3a0e1efe388009,a87c953a83ae8f5924e7ad508d5d7e00edbb70e5db4dd7a98fb83d40f8401c64,polito.it,-45,47,508986586.0,47918933.0,10.0,AP-DIMAT07,Staff,1709919644.9960716,160.224.175.236.66.96,11.0,64.0,14.0,0.0,-93.0,-91.0,5.0,3.0,1.0,4.0
30,1709919632.1323998,7e3556486ca3b515b63a967346cfaaaa730b1484ee667742ef759790ad225e47,48561a633bebce26f4a0a1a67e41da9786c3f0d725bdf0f68456f97c0a16264d,studenti.polito.it,-71,24,1789664.0,481851.0,10.0,AP-LING-RECEPTION,Student,1709919644.9960716,244.207.226.201.94.160,6.0,132.0,49.0,27.0,-95.0,-95.0,1.0,1.0,1.0,7.0
31,1709919632.1323998,92def5a304bf0beb02eaef59106b59e0b73b7246e8506f187a2b764f9744c907,8ff758b1863b2979c5fcc5496c2a0b746ff6e7f6e01e312f4ffab24633ba599f,polito.it,-56,36,43152967.0,3353584.0,10.0,AP-CIT-DET4-04,Staff,1709919644.9960716,136.29.252.18.181.48,1.0,36.0,18.0,3.0,-93.0,-82.0,1.0,1.0,1.0,5.0
32,1709919632.1323998,dbf3049ecb3c396d59bb438215c12f4b5d9e754c216f588fa4fa6df17afe458a,7f5f170a8c635b29da3f80b9a35488c3802a9d6ebbe6aa855ff48886f40a07f2,studenti.polito.it,-78,14,2119922.0,942173.0,10.0,AP-SETTE-AULA07AM,Student,1709919644.9960716,244.207.226.75.204.224,1.0,44.0,89.0,0.0,-95.0,-91.0,5.0,2.0,4.0,7.0
33,1709919632.1323998,bb78521402f8d9cb2158f6107b796ca4ef79d1675c5995b0eb5f4d49e0fe8cb1,661a44038c1e145b1d61e74de23c060f7ec83696e918ce0ce822b1609f79a9aa,studenti.polito.it,-62,30,260277771.0,10586260.0,10.0,AP-AULA9T-01,Student,1709919644.9960716,244.207.226.75.200.160,6.0,104.0,42.0,8.0,-96.0,-92.0,5.0,1.0,0.0,30.0
34,1709919632.1323998,9b90da8cbac10a66da812e3072a170784f5993865903f644697ef91881ac99d8,465823df2d8d474154d38b5f9cc48b0ce55a47b5125cdbe21d0d6f4834a62219,studenti.polito.it,-51,44,121692912.0,5980306.0,10.0,AP-ASSTUD01,Student,1709919644.9960716,160.224.175.214.83.240,1.0,132.0,23.0,2.0,-96.0,-94.0,1.0,1.0,8.0,14.0
35,1709919632.1323998,bb55851643f7dd4b046788b9af2f49671d3552e7c8bdef38f563bacf0904e771,89fd02318b0381638fd21f7b7f2ac487f263d6e02877604955806edb2fb4a737,studenti.polito.it,-70,23,788400285.0,17896518.0,10.0,AP-ASSTUD01,Student,1709919644.9960716,160.224.175.214.83.240,1.0,132.0,23.0,2.0,-96.0,-94.0,1.0,1.0,8.0,14.0
36,1709919632.1323998,ce2c4f3758b630f3ae95cf5061cb5b2521df84ed793976de62881b39d3e03445,01a9066c8b105ceb6ecba56bb8daf5531a135f3129b975a0e76a21689b9b3657,polito.it,-59,26,61618803.0,11738132.0,10.0,AP-DAUIN01,Staff,1709919644.9960716,160.224.175.217.235.0,6.0,64.0,40.0,3.0,-96.0,-86.0,2.0,1.0,2.0,4.0
37,1709919632.1323998,175f1404eb96a790e6767d6677f2e875df3d2a8027be3814003aba7fc33b41a9,46b470665ae41ca174de82b44a5bd7edb17a64f3f2abf0a17c13bc8f3ac5bb7c,polito.it,-34,54,573407788.0,226478539.0,10.0,AP-DIMEC18,Staff,1709919644.9960716,176.139.207.135.14.224,11.0,36.0,35.0,1.0,-85.0,-97.0,4.0,1.0,0.0,4.0
38,1709919632.1323998,94fee3aaa4667b63ae4a569995ae63ad594b5fde71c381936c1cd5df67c94c4e,e906cac101b3a7640eaca3987bca8c570d3541fb185a40c89a859b01aa76e7a7,polito.it,-62,32,869682108.0,57134003.0,10.0,AP-AULA5I-03,Staff,1709919644.9960716,0.53.26.121.107.96,6.0,100.0,6.0,0.0,-91.0,-89.0,3.0,1.0,0.0,4.0
39,1709919632.1323998,61ddce6d0fefce21c42ed624e47c56a1af887efdbba980351fa1e9c15e5b8353,1c04e572d7a3b84fcc3fbfb800067b6c51c65a64b1ed2b502af68f91f16c8b9c,studenti.polito.it,-80,8,352598616.0,19508201.0,10.0,AP-INTE03,Student,1709919644.9960716,176.139.207.116.139.64,6.0,128.0,11.0,0.0,-87.0,-98.0,2.0,1.0,3.0,5.0
40,1709919632.1323998,c465920f39b7b3e620c64975dd4b8e893dedf8d94a77ba8f1e5844a797a59db2,03d3c8494f4ade3432a194751e0ea286577547a3784aac554cac5f3bb6095b83,studenti.polito.it,-65,17,3398272074.0,152012473.0,10.0,AP-DIMEC13,Student,1709919644.9960716,188.38.199.221.12.128,11.0,136.0,7.0,5.0,-89.0,-96.0,3.0,2.0,3.0,5.0
41,1709919632.1323998,85143a375a4885f2329ffe78deed79b17c3c2f987b3747973d9be659140f5eec,5e7bb0e7e06e92fe49fd5a8b96a7c437b8c5920b3a37c19e2703977ade32c898,polito.it,-63,28,54004378.0,19099485.0,10.0,AP-TRENTO-TR1A-01,Staff,1709919644.9960716,100.246.157.102.66.80,1.0,44.0,38.0,2.0,-93.0,-91.0,4.0,1.0,2.0,6.0
42,1709919632.1323998,6851ea6766adc19ca7691cfce274d313080edef570fc8c433bc8140d4259fac7,c613a44dd42f9471178239b8e7b0382a39100a636c68d95cd105e9ac311c411a,polito.it,-65,27,18708697.0,2877342.0,10.0,AP-LISIN01,Staff,1709919644.9960716,176.170.119.75.244.192,1.0,64.0,6.0,0.0,-87.0,-94.0,1.0,1.0,2.0,8.0
43,1709919632.1323998,1061ce363a5f072aef4430220e724317aad7dc164efc5f19390e0d260554e721,7bf7fa95b0edf88c5af734b50234a11a4bd53708fce8dccb1c372543a55af201,studenti.polito.it,-50,48,99061681.0,2416954.0,10.0,AP-BCI-07,Student,1709919644.9960716,188.38.199.211.81.160,11.0,136.0,45.0,4.0,-82.0,-99.0,5.0,1.0,0.0,18.0
44,1709919632.1323998,042c7940386a7d05a6828832931f65f96ca108c3f44d391fe0d1cfaca82858d2,11ef91f2d92f9b62cb4ec0766ccc0310eaeea939f6687f717c1ef8a223e30321,studenti.polito.it,-57,36,6960944.0,892903.0,10.0,AP-AULA1I-03,Student,1709919644.9960716,0.53.26.125.3.176,1.0,100.0,34.0,1.0,-73.0,-93.0,5.0,3.0,0.0,30.0
45,1709919632.1323998,d61c995b3c7be8d465de1568c2b008498ed38ea3b62ce11df2607313221dfb38,07eff9ff85e3c39d510280d75da9ea6b6a8cd90376fb45e09e985a28669c2869,polito.it,-55,40,409524406.0,159120963.0,10.0,AP-DIFIS01,Staff,1709919644.9960716,100.246.157.174.13.192,11.0,40.0,12.0,0.0,-96.0,-91.0,5.0,1.0,0.0,2.0
46,1709919632.1323998,128565641317dbf5129ddba6d86885dc069fafee18cd14830e8ebf110b6e6b46,f78511cd7aca4fa7e00cf2488e16a0af34e8cbfd9c8b8d3c723b6f621b19e794,studenti.polito.it,-41,56,1948064.0,1201045.0,10.0,AP-BCI-07,Student,1709919644.9960716,188.38.199.211.81.160,11.0,136.0,45.0,4.0,-82.0,-99.0,5.0,1.0,0.0,18.0
47,1709919632.1323998,5bce7d46184b66a93c8a34f7a73eafc5683ceb59144b6cc28797d1d3052936d6,4266d45978e0400d34690f8d65a54534cf3ece5861887c6ae26b5293ca98265e,polito.it,-51,42,745326.0,436116.0,10.0,AP-COV-C3B-XP03-06,Staff,1709919644.9960716,176.170.119.123.165.160,6.0,60.0,61.0,7.0,-80.0,-93.0,5.0,6.0,0.0,3.0
48,1709919632.1323998,40860b7e741c9eef53bddd0dab453bbee350d3b0e89ce3419881911f7f049b84,899e818e481f0480ad0ac54df23b249006db5c56079887c094360acb6176f93d,studenti.polito.it,-86,9,32851259.0,2610928.0,10.0,AP-AULA25-TM-01,Student,1709919644.9960716,100.246.157.55.176.32,1.0,64.0,32.0,0.0,-96.0,-90.0,3.0,1.0,4.0,3.0
49,1709919632.1323998,ebc42cbc6c437f7e42a2051a221b183e8451356eaa98e5377ef16ef3c17a6b5d,c1003bd022ae74648686e29120ce11a121b8ada8fa8d445415182cd8416c73f7,studenti.polito.it,-59,34,403456865.0,58535784.0,10.0,AP-INGCINEMA-02,Student,1709919644.9960716,176.170.119.215.218.48,1.0,60.0,57.0,18.0,-72.0,-91.0,6.0,2.0,1.0,27.0
50,1709919632.1323998,22fe7140a0c636c0771d7c0e33645aaf7d24bef345014ad54fbcf0801632c71c,4f7ddcb7ca52e631df796bdab7d50a533f5b3f3fc9af96372ae9caa5854890a8,studenti.polito.it,-66,24,20263826.0,955767.0,10.0,AP-AULASTUDIO3-3,Student,1709919644.9960716,100.246.157.102.17.144,6.0,56.0,65.0,6.0,-89.0,-90.0,5.0,5.0,3.0,28.0
51,1709919632.1323998,7a2e18c5d20910aa91dbbc45b6dfb5ee2e2188bd14f4de958926e296988722d9,07eff9ff85e3c39d510280d75da9ea6b6a8cd90376fb45e09e985a28669c2869,polito.it,-60,36,170235762.0,10265786.0,10.0,AP-DIFIS01,Staff,1709919644.9960716,100.246.157.174.13.192,11.0,40.0,12.0,0.0,-96.0,-91.0,5.0,1.0,0.0,2.0
52,1709919632.1323998,49aa667cf0d1d11b40587d4f476f470517434a9f7ffee4dbc6bd870c46f00268,b2c8342d5bc8628fce08f228c07af9055c71ecce98df1f4afe45c20045fdc571,studenti.polito.it,-55,38,4895361.0,511061.0,10.0,AP-LAIB3-01,Student,1709919644.9960716,24.128.144.202.102.176,6.0,100.0,25.0,1.0,-94.0,-92.0,5.0,2.0,0.0,6.0
53,1709919632.1323998,3bfa8a7442a24c280ad255f275468848c6a13681777ab34d1469873373a19398,75e6d49030a9d5a81aab4e02f168dee9fde4e3adfd0f4a8965980d666cb2e749,studenti.polito.it,-57,38,4656314.0,6474307.0,10.0,AP-INGCINEMA-01,Student,1709919644.9960716,176.170.119.244.206.112,11.0,100.0,42.0,9.0,-90.0,-93.0,6.0,3.0,0.0,18.0
54,1709919632.1323998,5d7447b7257fe1673d7b3023fe727332f69dea35d80951a8a88d1b632e68df41,b05595139470d8193f5f07710b6531d07555bbdea06f490f3601d4d8e932dcdb,studenti.polito.it,-66,25,2462537.0,1539153.0,10.0,AP-AULA12I-02,Student,1709919644.9960716,204.70.214.221.1.160,11.0,100.0,15.0,1.0,-92.0,-89.0,3.0,1.0,3.0,35.0
55,1709919632.1323998,d12ee4770881b4b621cb53d303bd69a706de31479e239a90287ab0bd2c35772a,5bc31f58a53ecb8645a5c671dcb9a9651a449f40aafeac6a71be1d9363981884,studenti.polito.it,-53,41,109814345.0,6661177.0,10.0,AP-SALASTUDIO4-02,Student,1709919644.9960716,0.53.26.162.46.128,1.0,44.0,30.0,2.0,-92.0,-92.0,5.0,1.0,0.0,14.0
56,1709919632.1323998,917bd83db66441d2813461426d12fb419cda7b7bc1de4d03225b192cdac9ac40,e906cac101b3a7640eaca3987bca8c570d3541fb185a40c89a859b01aa76e7a7,polito.it,-59,31,18772813.0,2045039.0,10.0,AP-AULA5I-03,Staff,1709919644.9960716,0.53.26.121.107.96,6.0,100.0,6.0,0.0,-91.0,-89.0,3.0,1.0,0.0,4.0
57,1709919632.1323998,360380fc1617fe4c235fa3a239db4b11dab5cfdd72d5bb5a91335b384ecbba4b,ef7237ac7d7aa14e3f00bc4baf85b129f3b47165c8756f398ff1ac3488843876,studenti.polito.it,-54,39,1269973150.0,21810949.0,10.0,AP-AULA9T-01,Student,1709919644.9960716,244.207.226.75.200.160,6.0,104.0,42.0,8.0,-96.0,-92.0,5.0,1.0,0.0,30.0
58,1709919632.1323998,0f1e8feede4b46b09707fed4150f4a3b3eaffd3d200d73d01ee349a5e5c4db69,53a05d31f7fe438ec326df457291004d3bfbb0398ad2fbede023810492643d10,studenti.polito.it,-80,14,2754265.0,2231356.0,10.0,AP-CIT-EXCELID,Student,1709919644.9960716,0.53.26.167.251.112,6.0,100.0,31.0,6.0,-82.0,-92.0,3.0,1.0,3.0,73.0
59,1709919632.1323998,13a821fde32add141b63c1db2f0b39fea1740b65f3a6b6941877c3e77d1412a1,1b9d42a471df9da5573fe55646c83654e41b1e7c9e65e082e779cdcdabb3b979,studenti.polito.it,-88,43,6978032.0,1781303.0,10.0,AP-LAIB-CODEGONE-01,Student,1709919644.9960716,188.38.199.221.225.192,1.0,120.0,1.0,0.0,-92.0,-96.0,4.0,5.0,2.0,1.0
60,1709919632.1323998,991c20647dccef514ac3912e7ca7b0809a1e4c9f76069512becff09d16e715b8,6f2106b53fb62856b83ecc574bc2bbe3c395a2edab39972d85ee57cfb3707750,polito.it,-60,33,1236506867.0,171208739.0,10.0,AP-VALE-BCA-ST-02,Staff,1709919644.9960716,160.224.175.232.195.80,1.0,100.0,16.0,4.0,-67.0,-91.0,2.0,1.0,0.0,18.0
61,1709919632.1323998,5728ee5fa47f2beac2217a14eb8d791c750ba71d657aefb84729bb8514982d42,94aaaf593765a611e4d1bac2f648695eef2762d7fbbe87f801a2b7fc0c3a47d9,studenti.polito.it,-50,43,28011020.0,6856917.0,10.0,AP-AULA12I-01,Student,1709919644.9960716,0.53.26.121.95.112,1.0,36.0,9.0,3.0,-68.0,-90.0,3.0,1.0,0.0,28.0
62,1709919632.1323998,78b603b2bdddbf4c4765d9fd71ab8732dbd54b13d5811ff500bce4cfdb7b63b3,4d2935345ae808c8300b10f2c4cf7d3029b420545113b89bb4c14ffbb03f744a,edu.aau.at,-45,48,1332816883.0,53671801.0,10.0,AP-AULASTUDIO3-2,External,1709919644.9960716,100.246.157.36.235.224,1.0,100.0,38.0,3.0,-76.0,-92.0,5.0,5.0,3.0,11.0
63,1709919632.1323998,9452c162335849d5d3e7ebdad3b96b292f10f629931c7d4d0494ead92cb1a9ea,9e1256b062bc8b64e0ceeb6d8f9cd9602f38a768cddb173d583548d99641f7d4,polito.it,-56,37,153289244.0,26277389.0,10.0,AP-VALE-AULA7V-02,Staff,1709919644.9960716,244.207.226.154.138.16,1.0,36.0,20.0,2.0,-94.0,-90.0,4.0,1.0,0.0,5.0
64,1709919632.1323998,cc777913a7c38e700f7c5a041b3910bf864445806812d34ed65c8d053334265f,18e014927d8d6d86c8d8210e59ec85b5bbffeba0851172f642c83103afb90f55,studenti.polito.it,-61,30,370687840.0,29381818.0,10.0,AP-LAIB4-01,Student,1709919644.9960716,24.128.144.202.59.48,1.0,60.0,28.0,4.0,-95.0,-89.0,5.0,3.0,0.0,3.0
65,1709919632.1323998,1d92629da74b67960ab4da908c99dcb2bafa599051498ed584f6423e4892f84a,5fa4eb17b4ccf18888b1b6485dfb249919af762270785831146695bd53018084,epfl.ch,-91,5,23855770.0,3729088.0,6.0,AP-DISPEA02,External,1709919644.9960716,64.1.122.240.148.80,1.0,108.0,5.0,0.0,-97.0,-88.0,1.0,1.0,6.0,0.0
66,1709919632.1323998,992ee08b4d198044413b03585ef1824538fa1a50a46539511486e7229724a4a9,94e26f84c71f17eaa47137816edd0007dd723d8bdce0243faa695a5a556aac6f,studenti.polito.it,-81,11,50432.0,72352.0,10.0,AP-DISMIC04,Student,1709919644.9960716,24.128.144.202.110.16,11.0,64.0,7.0,0.0,-95.0,-92.0,1.0,1.0,4.0,1.0
