,_id,From,To,Timestamp
18,660e75feb4c9d0b32d8b02f6,AULA12I,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0]]",1712223742.333606
19,660e75feb4c9d0b32d8b02f7,AULA13,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0]]",1712223742.333606
20,660e75feb4c9d0b32d8b02f8,AULA13A,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0]]",1712223742.333606
21,660e75feb4c9d0b32d8b02f9,AULA13B,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0]]",1712223742.333606
22,660e75feb4c9d0b32d8b02fa,AULA13S,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0]]",1712223742.333606
23,660e75feb4c9d0b32d8b02fb,AULA14,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0]]",1712223742.333606
24,660e75feb4c9d0b32d8b02fc,AULA15A,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0]]",1712223742.333606
25,660e75feb4c9d0b32d8b02fd,AULA16,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0], ['AULA10', 1.0], ['AULA16', 67.0], ['AULASTUDIO3', 1.0]]",1712223742.333606
26,660e75feb4c9d0b32d8b02fe,AULA19A,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0], ['AULA10', 1.0], ['AULA16', 67.0], ['AULASTUDIO3', 1.0], ['AULA19A', 7.0]]",1712223742.333606
27,660e75feb4c9d0b32d8b02ff,AULA1B,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0], ['AULA10', 1.0], ['AULA16', 67.0], ['AULASTUDIO3', 1.0], ['AULA19A', 7.0], ['AULA11', 2.0], ['AULA13', 1.0], ['AULA15', 1.0], ['AULA1B', 43.0], ['AULA2T', 1.0], ['AULA7', 2.0]]",1712223742.333606
28,660e75feb4c9d0b32d8b0300,AULA1I,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0], ['AULA10', 1.0], ['AULA16', 67.0], ['AULASTUDIO3', 1.0], ['AULA19A', 7.0], ['AULA11', 2.0], ['AULA13', 1.0], ['AULA15', 1.0], ['AULA1B', 43.0], ['AULA2T', 1.0], ['AULA7', 2.0], ['AULA1I', 40.0], ['AULA1T', 3.0], ['AULA7I', 5.0]]",1712223742.333606
29,660e75feb4c9d0b32d8b0301,AULA1M,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0], ['AULA10', 1.0], ['AULA16', 67.0], ['AULASTUDIO3', 1.0], ['AULA19A', 7.0], ['AULA11', 2.0], ['AULA13', 1.0], ['AULA15', 1.0], ['AULA1B', 43.0], ['AULA2T', 1.0], ['AULA7', 2.0], ['AULA1I', 40.0], ['AULA1T', 3.0], ['AULA7I', 5.0], ['AULA1M', 7.0], ['AULA3M', 1.0], ['AULA5N', 1.0], ['AULAR3', 4.0]]",1712223742.333606
30,660e75feb4c9d0b32d8b0302,AULA1P,"[['AULA', 38.0], ['AULA01', 52.0], ['AULA03', 50.0], ['AULA05', 151.0], ['AULA2', 2.0], ['AULA7', 1.0], ['AULA08', 81.0], ['AULA1S', 2.0], ['AULAMAGNA06', 1.0], ['AULA10', 46.0], ['AULA14', 1.0], ['AULASTUDIO3', 3.0], ['AULA10A', 14.0], ['AULA12A', 4.0], ['AULA2T', 1.0], ['AULA10C', 51.0], ['AULA8C', 1.0], ['AULA10D', 39.0], ['AULA10I', 9.0], ['AULA8I', 1.0], ['AULA11', 40.0], ['AULA7B', 2.0], ['AULA11B', 8.0], ['AULA11I', 39.0], ['AULA11S', 8.0], ['AULA11T', 7.0], ['AULAR2', 2.0], ['AULA01', 1.0], ['AULA12', 100.0], ['AULA12A', 54.0], ['AULA12D', 7.0], ['AULA12I', 6.0], ['AULA1I', 1.0], ['AULA3M', 1.0], ['AULA9I', 1.0], ['AULA13', 20.0], ['AULA11S', 1.0], ['AULA13A', 13.0], ['AULA7', 1.0], ['AULA11B', 1.0], ['AULA13B', 16.0], ['AULA7B', 1.0], ['AULA13S', 46.0], ['AULA3S', 1.0], ['AULA14', 57.0], ['AULASTUDIO3', 1.0], ['AULA15A', 1.0], ['AULA10', 1.0], ['AULA16', 67.0], ['AULASTUDIO3', 1.0], ['AULA19A', 7.0], ['AULA11', 2.0], ['AULA13', 1.0], ['AULA15', 1.0], ['AULA1B', 43.0], ['AULA2T', 1.0], ['AULA7', 2.0], ['AULA1I', 40.0], ['AULA1T', 3.0], ['AULA7I', 5.0], ['AULA1M', 7.0], ['AULA3M', 1.0], ['AULA5N', 1.0], ['AULAR3', 4.0], ['AULA1P', 25.0], ['AULA2P', 1.0]]",1712223742.333606
