iso.3.6.1.4.1.14179.2.1.6.1.3.1.41.16.125.178.174 = Counter64: 168754060
iso.3.6.1.4.1.14179.2.1.6.1.3.1.41.16.197.166.124 = Counter64: 125012266
iso.3.6.1.4.1.14179.2.1.6.1.3.1.41.16.201.109.67 = Counter64: 954463
iso.3.6.1.4.1.14179.2.1.6.1.3.1.45.230.13.142.42 = Counter64: 129533
iso.3.6.1.4.1.14179.2.1.6.1.3.1.45.230.56.181.130 = Counter64: 5473094
iso.3.6.1.4.1.14179.2.1.6.1.3.1.45.230.93.5.113 = Counter64: 1209730518
iso.3.6.1.4.1.14179.2.1.6.1.3.1.59.188.184.195.42 = Counter64: 361359694
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.89.18.6 = Counter64: 28600885
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.90.95.216 = Counter64: 5746
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.115.109.255 = Counter64: 315650759
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.122.8.171 = Counter64: 6712
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.122.35.175 = Counter64: 0
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.132.189.55 = Counter64: 511444
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.151.241.77 = Counter64: 94082725
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.168.179.189 = Counter64: 210788457
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.176.68.243 = Counter64: 624215
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.20.217.235.38 = Counter64: 87942518
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.21.46.170 = Counter64: 12738187
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.30.197.240 = Counter64: 3602900
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.62.100.140 = Counter64: 1447066802
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.72.12.82 = Counter64: 3118668
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.85.132.50 = Counter64: 124927452
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.112.177.113 = Counter64: 222176673
iso.3.6.1.4.1.14179.2.1.6.1.3.1.64.163.205.91.211 = Counter64: 244391384
iso.3.6.1.4.1.14179.2.1.6.1.3.1.92.249.255.157.141 = Counter64: 316673643
iso.3.6.1.4.1.14179.2.1.6.1.3.1.95.85.166.36.182 = Counter64: 4362735
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.183.96.185 = Counter64: 18070423
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.189.53.78 = Counter64: 1114588
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.190.69.17 = Counter64: 876928071
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.191.185.180 = Counter64: 83406344
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.191.196.238 = Counter64: 230469465
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.193.112.150 = Counter64: 1467373182
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.197.227.173 = Counter64: 396678
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.199.97.116 = Counter64: 1844003
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.199.144.108 = Counter64: 60518336602
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.207.107.126 = Counter64: 13716541
iso.3.6.1.4.1.14179.2.1.6.1.3.1.100.172.207.228.81 = Counter64: 714931105
iso.3.6.1.4.1.14179.2.1.6.1.3.1.129.147.138.39.215 = Counter64: 394204
iso.3.6.1.4.1.14179.2.1.6.1.3.1.148.65.133.89.70 = Counter64: 596821195
iso.3.6.1.4.1.14179.2.1.6.1.3.1.166.226.162.60.196 = Counter64: 117195506
iso.3.6.1.4.1.14179.2.1.6.1.3.1.176.202.16.212.255 = Counter64: 1930361204
iso.3.6.1.4.1.14179.2.1.6.1.3.1.176.202.44.24.41 = Counter64: 111778320
