iso.3.6.1.4.1.14179.2.1.6.1.2.1.41.16.125.178.174 = Counter64: 18674733
iso.3.6.1.4.1.14179.2.1.6.1.2.1.41.16.197.166.124 = Counter64: 27361118
iso.3.6.1.4.1.14179.2.1.6.1.2.1.41.16.201.109.67 = Counter64: 1253354
iso.3.6.1.4.1.14179.2.1.6.1.2.1.45.230.13.142.42 = Counter64: 64691
iso.3.6.1.4.1.14179.2.1.6.1.2.1.45.230.56.181.130 = Counter64: 798265
iso.3.6.1.4.1.14179.2.1.6.1.2.1.45.230.93.5.113 = Counter64: 42425377
iso.3.6.1.4.1.14179.2.1.6.1.2.1.59.188.184.195.42 = Counter64: 12683102
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.89.18.6 = Counter64: 711704
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.90.95.216 = Counter64: 414
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.115.109.255 = Counter64: 11644078
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.122.8.171 = Counter64: 872
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.132.189.55 = Counter64: 352682
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.151.241.77 = Counter64: 9659568
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.168.179.189 = Counter64: 2217295
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.176.68.243 = Counter64: 298301
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.20.217.235.38 = Counter64: 124036201
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.21.46.170 = Counter64: 1555801
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.30.197.240 = Counter64: 2618364
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.62.100.140 = Counter64: 18706851
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.72.12.82 = Counter64: 2343472
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.85.132.50 = Counter64: 14028803
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.112.177.113 = Counter64: 4711130
iso.3.6.1.4.1.14179.2.1.6.1.2.1.64.163.205.91.211 = Counter64: 75919684
iso.3.6.1.4.1.14179.2.1.6.1.2.1.92.249.255.157.141 = Counter64: 5449572
iso.3.6.1.4.1.14179.2.1.6.1.2.1.95.85.166.36.182 = Counter64: 1077754
iso.3.6.1.4.1.14179.2.1.6.1.2.1.100.172.183.96.185 = Counter64: 5049363
iso.3.6.1.4.1.14179.2.1.6.1.2.1.100.172.189.53.78 = Counter64: 528677
iso.3.6.1.4.1.14179.2.1.6.1.2.1.100.172.190.69.17 = Counter64: 1034094286
iso.3.6.1.4.1.14179.2.1.6.1.2.1.100.172.191.185.180 = Counter64: 25266837
iso.3.6.1.4.1.14179.2.1.6.1.2.1.100.172.191.196.238 = Counter64: 23998252
