,MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
2304,d5241b9c0745de0d0434302738ddea5d89086d4dd0904466da762462db8ec64b,ab51d70cc32c1c39e0cc0ba797129787283632ff603a595c145913222a8d42a1,studenti.polito.it,-54.0,38.0,321396210.0,10475700,AP-AULA4-04,Student
2305,cf185632874694caa96df9994c2a195f8d371b2da4b7b7dd7cd2da775a96d725,62d873633ed152446708dbd1a270543bef440979de9af6227dc368da59c75d2d,polito.it,-67.0,26.0,6992435.0,3677437,AP-COV-C3B-XP03-08,Staff
2306,b4d9cb2373f2a4fbc8eda178fd8f97fc5a2e0ea8ac317242351131d192382256,d57b6f2f19c517dcb143ddbe7ec6779a9f8c733d3a69ff41d2a86025d8ae5891,studenti.polito.it,-81.0,14.0,264929525.0,19406108,AP-FRONTE-AULA12,Student
2307,c91c1582d3da80083c1a560d347303f73e59ba0c5285c2606ce480c868cf74f5,acfabaeb699663a0dab9ad58b472bf01221dfddf45db2c2f2cb42074728f535b,studenti.polito.it,-64.0,31.0,228822.0,278214,AP-AULA6-01,Student
2308,1a45f59175a05ad78fc8f0e4b83fde68dd6ff6156439443b8530ebb7ad6d5947,1fd6b046db29ff94541f559eb6f36a6fa34b845694293f3115922a5665ec7d61,studenti.polito.it,-53.0,25.0,6936017.0,3252441,AP-LAB-ANGLESIO-02,Student
2309,a055d15f9e90acca5a75263359815c7c087eaae92b195ebcd383a55cc6c38629,191584c6be4af1671a821409d73bf78fa26890af12a8a3358bf0948e63d27d18,studenti.polito.it,-61.0,30.0,19665952.0,27541510,AP-SETTE-SALASTUDIOE,Student
2310,4cede5345514dc1ffbf204544eb7512b0606b3303a31fd5443051d0c2a3ab9ea,118fe3839635b0ce614dbb8be6af3a6ea8982a97c8b87252b2a645e64b595f6b,studenti.polito.it,-43.0,51.0,205157628.0,108354478,AP-AULA4-04,Student
2311,6984b25bb6e8384601109ce3ae02191344d6ba9b24283bd7f88efdac9679a79f,6fb07b96112437dfe13ef2ac02ccb0af27e9bb1c0d5a212601073fde113e9013,studenti.polito.it,-52.0,35.0,57449943.0,2379113,AP-LAIB1B,Student
2312,ba9df57bb673d162d4594f904bf0a24b3650d656291b98a9e82919ed88296a10,a585497443872052057726973dead79a5f5c4488110eba7eab356c3c7dd21ee3,polito.it,-56.0,39.0,165388448.0,13096967,AP-AULA4-04,Staff
2313,40be865840c6b9ce0568e5298c374b38273fb1ebf24fa049e1f87b691ca1ca9b,,,,28.0,6779.0,905,AP-AULA7T-01,Unknown
2314,8c0c07bff0f39cde0375e8c5a5fdbd1bc3e86ec4712352e056fde908b96cc8e1,6a37a36dcb3ae5410183438e73b65588bccd1d318204ddb7a91cc74617340959,studenti.polito.it,-47.0,47.0,9142381.0,4323731,AP-AULA4C-01,Student
2315,46781fce28bec8a51e70d7dff85ad80192f4f6870a329b1c8e5f47a83688be8c,d1e7802ff34682b1c7a0b78e661920fece62e346b27be3e4c6cfb545fea80257,studenti.polito.it,-66.0,31.0,3223345.0,106547,AP-AULA01-04,Student
2316,8b064ca863abe210cbc313e4bee396fd8cd266c9a6ac565c1f1814646394b198,977972b966031ea1292ff66dba7008cb6d92f1fceeba73faef38c36760a16253,polito.it,-65.0,29.0,5363105.0,2324125,AP-DISMIC22,Staff
2317,a3f0088cc6132e41582aab1381b9c30284cf9acec0bcc5dd4bcbdba5680a9f35,53be6d7ff120ee0f471ae9954f6fabbac42d3665bba0a95daa3a8ebc27ef08ea,studenti.polito.it,-50.0,46.0,15521589.0,864275,AP-AULA08-03,Student
2318,dcc145bcd69172996abd0cffe9e66cc3f4f3d22da6fad2f4a38020fefc8764db,7e3d2230d6f64c463368f0ca0ea2beee0d9d8ee354d5dfd392b3672309186973,studenti.polito.it,-51.0,40.0,3548448.0,10094564,AP-AULA29-05-OFF,Student
2319,9d00609085898ed2c6e9288564efcf1a950d756b9bb982f0a8eec8dbf72a6f70,4712d4514715f82c2c2133238131c537680708aa3c235970db72aee2784ac82c,studenti.polito.it,-52.0,44.0,54071547.0,4733561,AP-AULA2-03,Student
2320,8b83ee03ecd4d593beee651bd04c0baea865dc1568b5212c50844f0e3c30aaa6,950e41bb84385ff4a3a05f0a9771f6235f0ac3516baf53bccc1035c286e3a391,studenti.polito.it,-60.0,34.0,4280477.0,19032870,AP-AULA08-03,Student
2321,88044213080e2753ceadc87abffd83a0997d78a012f660aa4109fd409774df25,525237286bd4f92bd42436c5ddd565d4225f3b8a23724ef0c89a02eac4d4c5ab,studenti.polito.it,-69.0,24.0,408233.0,205309,AP-CIT-DET2-02,Student
2322,52e99ba44d867d99d1c8e6bc855a0bfa398f2c747b1ece1611972fb96f186f93,aa9a3f942f85ccc0ef9ed7e6dd4b8f957ddd413ed057b15ce08eaadb048a342d,polito.it,-64.0,30.0,58937.0,28702,AP-CORTILE-05,Staff
2323,48787f7198f32f1f32de5bf83267bbadf90706bfebf32625e49f5dd629833b76,c4199ac2428853d13909b6646dc1ef0e9502eb17ff1c310b9eccc47ec5d0557f,studenti.polito.it,-42.0,47.0,89147222.0,4966725,AP-GESD2-05,Student
