,mac_user,username,domain,rssi,snr,byte_rx,byte_tx,class
0,1:29:10:7d:b2:ae,9adee01ba0fe20136442a8a6d7ed5dad,studenti.polito.it,-72.0,25.0,168754060.0,18674733.0,Students
1,1:29:10:c5:a6:7c,3ec76452de4033bd2d0ca05946f72665,studenti.polito.it,-55.0,39.0,125012266.0,27361118.0,Students
2,1:29:10:c9:6d:43,38817cdc411b395ffcd35b252a3f035c,studenti.polito.it,-50.0,46.0,954463.0,1253354.0,Students
3,1:2d:e6:d:8e:2a,b1170532acc3d946c98b2df20a876b57,studenti.polito.it,-78.0,15.0,129533.0,64691.0,Students
4,1:2d:e6:38:b5:82,e9195e3be576f95ecdeada12df36f919,studenti.polito.it,-52.0,40.0,5473094.0,798265.0,Students
5,1:2d:e6:5d:5:71,6ed161a1332716f8a482ef305ced157e,studenti.polito.it,-55.0,37.0,1209730518.0,42425377.0,Students
6,1:3b:bc:b8:c3:2a,0f36cd21983123772a977f68ca7e0b19,studenti.polito.it,-59.0,34.0,361359694.0,12683102.0,Students
7,1:40:14:59:12:6,2ca866e3f30f5e3a33b0f2b2fe919a6b,studenti.polito.it,-75.0,17.0,28600885.0,711704.0,Students
8,1:40:14:5a:5f:d8,7985e3ee5991e86f2c74b434347cc356,studenti.polito.it,-71.0,14.0,5746.0,414.0,Students
9,1:40:14:73:6d:ff,51ae23b091ed64786ae6a79b84b71132,studenti.polito.it,-50.0,39.0,315650759.0,11644078.0,Students
10,1:40:14:84:bd:37,22b77fd478d251d9625d01261c8ed7c9,polito.it,-51.0,40.0,511444.0,352682.0,Professor
11,1:40:14:97:f1:4d,59adee760b2ab710ed4ff3d4d4db3cf4,studenti.polito.it,-76.0,13.0,94082725.0,9659568.0,Students
12,1:40:14:a8:b3:bd,7a0ae0658126a18d224fc717d9440e47,studenti.polito.it,-60.0,31.0,210788457.0,2217295.0,Students
13,1:40:14:b0:44:f3,3c1f6026db2e8ec24bc5436265b44539,studenti.polito.it,-46.0,45.0,624215.0,298301.0,Students
14,1:40:14:d9:eb:26,e5e37244935d90b8ee9866cd62de08c3,studenti.polito.it,-43.0,49.0,87942518.0,124036201.0,Students
15,1:40:a3:15:2e:aa,35c22545677c24598a2037bdf07ed056,studenti.polito.it,-53.0,41.0,12738187.0,1555801.0,Students
16,1:40:a3:1e:c5:f0,fa023b4e79fc56f722673e21e84c0a2e,studenti.polito.it,-59.0,35.0,3602900.0,2618364.0,Students
17,1:40:a3:3e:64:8c,51e2bf28deb8c37e00a42d855f5eeb98,studenti.polito.it,-57.0,31.0,1447066802.0,18706851.0,Students
18,1:40:a3:48:c:52,5d5c98c117f3c01161c7d9f00fd6cd3e,polito.it,-83.0,9.0,3118668.0,2343472.0,Professor
19,1:40:a3:55:84:32,68a5d1ebe24de1c75d5f1790bcc06936,studenti.polito.it,-51.0,43.0,124927452.0,14028803.0,Students
20,1:40:a3:70:b1:71,936508feaa75a9dbb980666491130594,studenti.polito.it,-43.0,49.0,222176673.0,4711130.0,Students
21,1:40:a3:cd:5b:d3,1e98ec4ccf1040f0ea0d2d7b5b89b07d,polito.it,-56.0,36.0,244391384.0,75919684.0,Professor
22,1:5c:f9:ff:9d:8d,408f35b4fe2e23cc025dae3150de5678,studenti.polito.it,-62.0,31.0,316673643.0,5449572.0,Students
23,1:5f:55:a6:24:b6,00e8a41c018f924305029432ee0e1cf6,studenti.polito.it,-55.0,34.0,4362735.0,1077754.0,Students
24,1:64:ac:b7:60:b9,8bb2cec191b1be7631ca690ed5d938e6,studenti.polito.it,-45.0,49.0,18070423.0,5049363.0,Students
25,1:64:ac:bd:35:4e,424eb2143bbc3de8505121ca44969fed,studenti.polito.it,-62.0,33.0,1114588.0,528677.0,Students
26,1:64:ac:be:45:11,011e6842871187126ec41d93055e26b0,polito.it,-52.0,42.0,876928071.0,1034094286.0,Professor
27,1:64:ac:bf:b9:b4,f6ce42688f5b6c0a9625ad7603856137,polito.it,-66.0,28.0,83406344.0,25266837.0,Professor
28,1:64:ac:bf:c4:ee,6b57890d04f6f7b3234ad5ca23f79f55,studenti.polito.it,-75.0,12.0,230469465.0,23998252.0,Students
29,1:64:ac:c1:70:96,9e6b2b98fb87940d29c4456f945d19a7,polito.it,-64.0,29.0,1467373182.0,768714519.0,Professor
30,1:64:ac:c5:e3:ad,4fc0372bd943b76797300d92134b6828,studenti.unisa.it,-54.0,40.0,396678.0,295055.0,External
31,1:64:ac:c7:61:74,e94b8518278be7dda99c549ef60725e4,polito.it,-64.0,30.0,1844003.0,840924.0,Professor
32,1:64:ac:c7:90:6c,774e315be968f10b229ccbbb0a09faf2,studenti.polito.it,-54.0,44.0,60518336602.0,745224073.0,Students
33,1:64:ac:cf:6b:7e,129b99c571692423f10289598c13a6e4,polito.it,-52.0,41.0,13716541.0,7339520.0,Professor
34,1:64:ac:cf:e4:51,f469dbbe649d0319cf630d3042db51d1,lu.se,-56.0,38.0,714931105.0,154742980.0,External
35,1:81:93:8a:27:d7,92e55253ab1f44447e68495ed43c046f,studenti.polito.it,-67.0,29.0,394204.0,182071.0,Students
36,1:94:41:85:59:46,9c6b102880e5dacfec03b556f30762f1,edu.unito.it,-77.0,18.0,596821195.0,53878916.0,External
37,1:a6:e2:a2:3c:c4,895152fcfea336852d6cc0b35c6e87ad,studenti.polito.it,-40.0,50.0,117195506.0,9121736.0,Students
38,1:b0:ca:10:d4:ff,0f7316d9c6b32a0a1e0865a560ae8746,studenti.polito.it,-47.0,47.0,1930361204.0,27637534.0,Students
39,1:b0:ca:2c:18:29,1d6f375d94a7215f23fd660cd68bad64,studenti.polito.it,-49.0,44.0,111778320.0,7761995.0,Students
40,1:b0:ca:2d:d8:57,e30a62c892f49a21539f52fed08378e5,studenti.polito.it,-71.0,17.0,573242096.0,23160160.0,Students
41,1:b0:ca:2d:d8:cd,1218cf8d9470c989f36f10fb379efcda,polito.it,-72.0,15.0,108084526.0,47255486.0,Professor
42,1:b0:ca:2d:db:7f,a972f5af5f1facf02d68af0236e3362d,studenti.polito.it,-44.0,51.0,120617685.0,4633318.0,Students
43,1:b0:ca:2e:75:ed,7837a254f27b218a689a27aa281e99f4,studenti.polito.it,-54.0,37.0,121422498.0,24954548.0,Students
44,1:b0:ca:2f:1f:c7,d3a2407f1115cc1294e957bde81f9d5e,studenti.polito.it,-58.0,35.0,48173999.0,4574341.0,Students
45,1:b0:ca:2f:2a:b5,b7d3a1974fed9600beac21d22bc68a3c,studenti.polito.it,-55.0,37.0,19959161.0,2185909.0,Students
46,1:b0:ca:3e:92:33,65edb112072ff07d28de6abbccaf6aa8,studenti.polito.it,-41.0,33.0,53842457.0,3448621.0,Students
47,1:b0:ca:41:e9:fd,860a6df4eb4164957441787155acecd3,studenti.polito.it,-57.0,33.0,12153677.0,2915148.0,Students
48,1:b0:ca:41:f1:1d,e6b17a735e2e64f856dc56a6cc35ef55,studenti.polito.it,-49.0,45.0,4556711.0,669319.0,Students
49,1:b0:ca:44:9e:a1,5bf4fa40b74d5e6e26418bbc54efe2a1,studenti.polito.it,-67.0,26.0,9283.0,3855.0,Students
50,1:b0:ca:4c:cc:63,892e2055f060754abe3e198c8d89deda,studenti.polito.it,-53.0,38.0,295883666.0,9605047.0,Students
51,1:b0:ca:6f:b2:27,20df439c602ae848e44f161f922b0d36,studenti.polito.it,-50.0,43.0,7849286.0,9188416.0,Students
52,1:b0:ca:ef:a:51,f98a8b5a1b3602389a5752040dd8b911,studenti.polito.it,-77.0,14.0,27628.0,20219.0,Students
53,1:c5:c3:f0:5a:4c,f1115012ea449295c0a48239f3b78781,studenti.polito.it,-55.0,39.0,237405271.0,24092070.0,Students
54,1:d1:41:f6:ce:14,dda15294766aaf7a860d706fb304c52f,studenti.polito.it,-56.0,40.0,70117951.0,12548768.0,Students
55,1:d7:6e:25:a7:19,66825de5ac212531cf9554264180a26e,studenti.polito.it,-52.0,41.0,719965.0,586316.0,Students
56,1:d7:6e:26:1f:dd,0e936ce528bc99fbdd131f7b6b744e62,studenti.polito.it,-53.0,35.0,627943922.0,25831016.0,Students
57,1:d7:6e:36:10:f,bd29a63184beb7fc6c7d8e156738d537,studenti.polito.it,-64.0,30.0,16126921.0,3313598.0,Students
58,1:d7:6e:79:b8:4d,5d09ab694723861c67e957bcfc43ad35,studenti.polito.it,-63.0,30.0,113567115.0,5463293.0,Students
59,1:d7:6e:a5:90:d7,5066d0136c79c12f2d120a71c880c007,studenti.polito.it,-53.0,39.0,9860595.0,2045823.0,Students
60,1:df:2a:97:d4:60,1e53b264b0d80de1fb80cfb02ded75b8,studenti.polito.it,-47.0,42.0,713126213.0,18747737.0,Students
61,1:fa:ad:2f:4e:9d,6d4f5d74767ebcf2e720c4977618d84b,studenti.polito.it,-52.0,40.0,500290082.0,280418674.0,Students
62,1:fa:ad:40:ad:75,c3646ab175172f026ff0a5d3361c4b57,studenti.polito.it,-67.0,21.0,25038103.0,5796543.0,Students
63,1:fa:ad:6c:9b:71,92d932908b69bd1ec27e2c4b34f01219,studenti.polito.it,-57.0,35.0,8837948.0,10173617.0,Students
64,1:fa:ad:a9:88:c3,67c8a75f722a7592b205324fd5ee5cd0,studenti.polito.it,-45.0,47.0,31900465.0,3082194.0,Students
65,1:fa:ad:a9:cd:97,dc9e10feb8521c2955c929ba0cbccbe6,studenti.polito.it,-53.0,38.0,9310009.0,3161728.0,Students
66,3:2:cb:54:17:6e,65719fb88105de6634784c9c60211d43,polito.it,-60.0,32.0,228383.0,239658.0,Professor
67,3:4:e5:66:31:3e,7f9816043cb5e8e4416ef61fe6e6d4bd,edu.unito.it,-41.0,54.0,3462797.0,985603.0,External
68,3:7:9b:b0:7e:6,88eb1de070bc2e58d0f35372e23ef100,polito.it,-65.0,31.0,1546350.0,442148.0,Professor
69,3:8:2f:e9:f1:d6,d27626f82881acb15fd519f352dab4a3,studenti.polito.it,-62.0,30.0,595066.0,277803.0,Students
70,3:8:f3:f2:f1:90,3ba95973b539439a863d8e382171dc3d,studenti.polito.it,-54.0,28.0,22404177.0,8887886.0,Students
71,3:a:b2:3a:b0:f,a1b6a8e132fb60eefb8922dd53d6d6a7,studenti.polito.it,-71.0,20.0,137798214.0,4230446.0,Students
72,3:b:d1:eb:28:fb,7ec6f04a3e47788dddb6993c84155f2e,polito.it,-49.0,42.0,8744010.0,1198107.0,Professor
73,3:d:d8:b7:90:26,4261d6702d112052faf330a5ca4c1914,studenti.polito.it,-53.0,40.0,25815403.0,6193098.0,Students
74,3:10:b:25:8f:34,9334738e8efcb10760a45b36cc7adf62,studenti.polito.it,-47.0,39.0,10746938.0,4842425.0,Students
75,3:13:8c:d3:36:7b,7728e92f0648627614b2d08e3734f11c,studenti.polito.it,-47.0,45.0,6902859.0,314611.0,Students
76,3:14:ec:10:94:f7,517ec5d7a8b41b1827153a614a95c6fa,studenti.polito.it,-65.0,29.0,291662691.0,25459367.0,Students
77,3:17:94:11:67:d,afabcad7cabce09e37b9840215c13bb2,studenti.polito.it,-51.0,44.0,893369948.0,22714167.0,Students
78,3:19:41:b6:20:fe,59de871cb86cf9e0397d8ba86a8ca6e2,studenti.polito.it,-46.0,46.0,71880281.0,157656885.0,Students
79,3:1a:8c:9a:b9:55,ab5a09fbdd85843fd3ab3bdbd5d1ad01,studenti.polito.it,-53.0,42.0,38235937.0,7575081.0,Students
80,3:1d:3a:60:f8:88,b083480ae73e61068b8c431a4556f062,studenti.polito.it,-68.0,27.0,115348431.0,6245609.0,Students
81,3:20:56:2f:24:38,85fe3a6b4dfde4b8add91db51f462735,studenti.polito.it,-64.0,31.0,260316058.0,16012189.0,Students
82,3:21:2f:2a:ce:a3,f22090ab7fdeaf1806ea25aa04772fdc,studenti.polito.it,-57.0,34.0,157353338.0,4656464.0,Students
83,3:23:ac:c3:4d:a3,ffe38c948a75cae202dd27a7948fa571,studenti.polito.it,-48.0,46.0,33750690.0,3124840.0,Students
84,3:28:41:bf:87:b0,8c02e1ade512f0efc8687ae9424e21db,studenti.polito.it,-74.0,21.0,14960109.0,2253866.0,Students
85,3:28:98:ea:5:55,4b0bb962c929fcb59c2fa12d06d290bd,studenti.polito.it,-46.0,47.0,150743350.0,6560663.0,Students
86,3:28:a3:bb:e8:d0,ca8e369cf62358abd20dfb749e68375e,studenti.polito.it,-70.0,21.0,7855999.0,945491.0,Students
87,3:28:d3:b0:32:98,717eb540d7ef11597852db520db3a729,studenti.polito.it,-84.0,32.0,7390348.0,4661864.0,Students
88,3:2e:66:f1:c9:d6,ee73a71d183f379296664b1fe95f6dad,studenti.polito.it,-52.0,43.0,358033338.0,18950517.0,Students
89,3:2e:b4:3b:69:c,2c104ad3542f0b78c573a58652d5fb78,studenti.polito.it,-55.0,38.0,186618336.0,7693776.0,Students
90,3:32:47:8a:b2:f5,d50eb28b0a1a760654e8202f89a7d309,studenti.polito.it,-64.0,27.0,21373752.0,1324676.0,Students
91,3:33:a0:76:c8:d6,6eab92a8c43ee8c25bceccca053ad93f,studenti.polito.it,-59.0,37.0,333921033.0,7354024.0,Students
92,3:34:39:7d:cd:bf,5b3a8da338b4cbf9681e430d9dca7c50,studenti.polito.it,-54.0,37.0,758725119.0,49484806.0,Students
93,3:35:54:4a:a5:cc,a9d82f696b8e754c1ec0dad712af80ad,studenti.polito.it,-47.0,39.0,22051753.0,2458358.0,Students
94,3:37:b3:c9:cb:ec,d0acad06e7bf4f5036cecd74d6136492,studenti.polito.it,-48.0,46.0,2932807.0,953274.0,Students
95,3:38:c4:da:86:bb,5e5fd1bdadbf3ce99a5bfa9b488b40bb,studenti.polito.it,-46.0,47.0,121496477.0,7628275.0,Students
96,3:39:1:ba:d9:d8,b7b9723f7831e0b54c177e8a42539a92,studenti.polito.it,-60.0,33.0,290297.0,841493.0,Students
97,3:39:61:56:d7:e9,8f20d7b8c91983a9a91798af161660ce,studenti.polito.it,-45.0,49.0,208668041.0,6361383.0,Students
98,3:39:79:e2:db:fe,5997a61756945048fc92250999540a44,polito.it,-76.0,19.0,2935289.0,679120.0,Professor
99,3:39:f3:fb:a:41,ad65f4fec2463b7c2b97985f476f58fa,studenti.polito.it,-48.0,47.0,10879123.0,6274736.0,Students
100,3:3b:bf:23:e9:9d,9b5c6d39607291ad62e16fa04323d482,studenti.polito.it,-55.0,37.0,7734802.0,218686.0,Students
101,3:3c:f0:fb:b1:6e,6dfd3fc521506aa31c9eed4a06f2cbe9,studenti.polito.it,-75.0,12.0,5354754.0,923435.0,Students
102,3:3d:1:c1:47:6e,74df00effc4103489984f29f58e4147b,studenti.polito.it,-64.0,30.0,738641477.0,43372808.0,Students
103,3:3e:9b:7c:81:d1,5f95021be0d7e649a2b95098bd1ff1f7,studenti.polito.it,-55.0,36.0,191178.0,125324.0,Students
104,3:41:50:38:4e:78,aca90cffd46fdc591bd3379b05a4852d,studenti.polito.it,-60.0,33.0,1563855.0,527750.0,Students
105,3:41:53:9a:bd:1c,eca6549a17e297158737ba170937c77c,studenti.polito.it,-56.0,34.0,32854635.0,8149357.0,Students
106,3:42:4f:42:cc:96,e852910d66262362ec1dfeeb2f4d1e4b,studenti.polito.it,-63.0,32.0,52990778.0,3695580.0,Students
107,3:44:cc:a2:bc:18,c81f4a62f8409feef20b65a0e56be7c1,studenti.polito.it,-58.0,15.0,5218915.0,244788.0,Students
108,3:45:c1:d6:5f:5f,d1e1b5eb56afc32d49361be8ca1ffc2d,studenti.polito.it,-45.0,38.0,304282246.0,40233421.0,Students
109,3:49:66:63:ff:ee,bc6388a18babf2ec2bb24626d90b4b6e,studenti.polito.it,-46.0,50.0,252972290.0,19775536.0,Students
110,3:4c:d2:f4:dd:7b,a36896771bc150b2a29ebb664e8e6198,studenti.polito.it,-55.0,38.0,3167173.0,1197421.0,Students
111,3:4d:4b:26:fc:da,d8224d39c30d7838db23afbe2cc43394,polito.it,-50.0,44.0,9144273.0,2386853.0,Professor
112,3:4e:31:7e:7a:48,689f5724ce9c97b4da1b19adf3899b3a,studenti.polito.it,-75.0,20.0,258802.0,148666.0,Students
113,3:51:1a:dd:cf:42,1e1361924142e23c32708e24e296e272,polito.it,-76.0,19.0,40365.0,21341.0,Professor
114,3:52:f6:40:49:67,a1b0ba1fe0e65439dfeb5aadb69303ef,studenti.polito.it,-40.0,49.0,14496598.0,7846697.0,Students
115,3:53:6:9:7:9e,01d0d9f69bf3d117f6c55d9df4b75c60,studenti.polito.it,-51.0,43.0,575549571.0,64996234.0,Students
116,3:53:4a:2:3f:b6,c45e4937647a011903181df4b7a9f3f5,studenti.polito.it,-50.0,41.0,7459651.0,2357503.0,Students
117,3:53:78:48:6b:27,70a7a74309cac248b77a5e638225690a,studenti.polito.it,-84.0,7.0,21255.0,18170.0,Students
118,3:56:14:c:2a:77,6b3bf2b981c8daa7b9c07aac52e9db0d,studenti.polito.it,-38.0,56.0,655257.0,815238.0,Students
119,3:56:92:f0:9:c9,1ba3fa87cef05ef158ef80112df0a901,studenti.polito.it,-55.0,33.0,19539604.0,2519833.0,Students
120,3:57:a8:e9:1:5d,ff0d61e502c0c13e1db61ff1b07d5012,studenti.polito.it,-43.0,51.0,16982724.0,1276624.0,Students
121,3:57:c5:4f:24:45,6414703528a108be2350cf8478f1ef09,studenti.polito.it,-53.0,44.0,124110880.0,176069120.0,Students
122,3:58:9c:d1:6d:9a,71f35bcdcdf1a424836410707b09115a,studenti.polito.it,-45.0,53.0,31575087.0,23166737.0,Students
123,3:59:81:9f:8:da,29a4eb9b346c0c1613d86dea5ae49482,studenti.polito.it,-59.0,34.0,6658550.0,1521075.0,Students
124,3:5b:10:ed:73:a4,4dcec5dffe851253ce2ecbafeddd46ad,studenti.polito.it,-57.0,36.0,77532835.0,2463548.0,Students
125,3:5e:99:5e:6d:78,2044312f31bad4a52d21bea5c871f2ee,studenti.polito.it,-53.0,40.0,86974277.0,4950915.0,Students
126,3:5e:fd:d8:1a:85,5ced9622aa1e74372ec82314373a6f7e,studenti.polito.it,-34.0,62.0,13484025.0,40019684.0,Students
127,3:60:76:1c:9f:ec,61b0a22e87fe285957d27bee9a9a11e5,studenti.polito.it,-54.0,39.0,307487.0,193888.0,Students
128,3:60:97:4c:d:76,3a70985e309b9b450fafdb3b11dcca44,polito.it,-50.0,35.0,14598331.0,554127.0,Professor
129,3:63:83:49:ec:cb,f8cc8820649c2d2d6c7e7ef955825f45,studenti.polito.it,-57.0,37.0,1230374.0,1550225.0,Students
130,3:69:4:c2:90:51,f689091f81b36041e5375c7a9e89f22f,studenti.polito.it,-55.0,41.0,47039285.0,3482669.0,Students
131,3:69:9:ca:9f:c0,a8f73e86b5efaeabf55da809867f9e1a,studenti.polito.it,-50.0,37.0,31740188.0,1592737.0,Students
132,3:6a:88:39:8a:17,644b36adc9f67a7ed5310d8977729524,studenti.polito.it,-39.0,55.0,146760432.0,8087363838.0,Students
133,3:6c:f6:c0:e9:ae,1ba2f4081d2d5e35e9734a5b27e3f5ef,polito.it,-53.0,41.0,7790312.0,975548.0,Professor
134,3:6d:db:5f:60:2a,7159cdccf923fd086e9f9bbd7555de6c,studenti.polito.it,-67.0,40.0,31471514.0,2764998.0,Students
135,3:6e:47:55:85:97,5af67eae39cfe8129567a11103bc7519,studenti.polito.it,-54.0,41.0,10010844.0,4176142.0,Students
136,3:6e:54:24:7:d0,45ed88c8830599fd8686acafe76d0e4d,studenti.polito.it,-55.0,35.0,133553468.0,4364054.0,Students
137,3:6e:5b:f3:5c:e1,deead6d08d0397cbd3499779df0a5dc2,studenti.polito.it,-74.0,20.0,2792279.0,1070640.0,Students
138,3:6f:75:98:c4:a9,26738314436d54fc1f552490998b6bd0,studenti.polito.it,-56.0,36.0,41111918.0,1774465.0,Students
139,3:71:bc:14:b0:dd,893cfc8a28b62e08b166e69473e485df,studenti.polito.it,-51.0,43.0,3353565.0,5097200.0,Students
140,3:74:f6:cd:b9:fa,4780d710348b0405b0485b3db0b0e273,studenti.polito.it,-82.0,7.0,236866.0,265393.0,Students
141,3:75:c7:4b:f:9e,c34a1e9814365359f546d5e37fc9b0d7,studenti.polito.it,-48.0,47.0,29809937.0,3034252.0,Students
142,3:75:d4:9c:da:c4,644b36adc9f67a7ed5310d8977729524,studenti.polito.it,-52.0,42.0,28182883.0,2522276.0,Students
143,3:77:53:0:d5:e3,686615da0b3c6b0c5108b4a5c54561dd,studenti.polito.it,-37.0,55.0,65080836.0,2587647.0,Students
144,3:78:eb:85:8:d3,581b7c44b21e945edd7f1ff835f05996,studenti.polito.it,-47.0,39.0,2023013.0,2301204.0,Students
145,3:7b:f4:9b:e0:60,ef56262dc815339330c459cb92bae57e,studenti.polito.it,-59.0,36.0,68338919.0,3526122.0,Students
146,3:7c:fa:15:aa:35,f595ae0c100b36f4389d89728bac93fd,studenti.polito.it,-60.0,25.0,38817019.0,6008587.0,Students
147,3:7d:99:73:88:6e,37f76b6fdf85e14c147ce853327bfc50,studenti.polito.it,-76.0,15.0,1191089.0,644801.0,Students
148,3:7d:ce:ac:a9:e6,e6877b192f7fb4f7f0efdfab77fd24bc,studenti.polito.it,-59.0,34.0,307673534.0,7348884.0,Students
149,3:7e:3e:14:99:83,1dbec46f184252da0f9964bd186b764e,polito.it,-59.0,39.0,726474984.0,6577464.0,Professor
150,3:7f:5a:fa:7e:f,0f03486cfd4aa68c45ad824c568ebe30,polito.it,-69.0,5.0,496031717.0,43283813.0,Professor
151,3:86:34:14:c1:dd,49e7fabb13734a7556a50cc350b35c14,polito.it,-71.0,14.0,17827877.0,827543.0,Professor
152,3:86:69:74:d6:e5,00cfdaf274ce37915da22492613a4f5d,studenti.polito.it,-50.0,43.0,361903613.0,134301752.0,Students
153,3:86:91:16:56:e0,1075c17284ee0b164655df743945734a,polito.it,-72.0,29.0,0.0,461524.0,Professor
154,3:87:c9:82:f7:ac,b666e6f0643507233f5114385f46a014,studenti.polito.it,-42.0,53.0,20207287.0,96815682.0,Students
155,3:8b:cd:70:3f:3,4d59f344f7a422dd4cd1968a253f04ca,studenti.polito.it,-53.0,41.0,30943651.0,46410301.0,Students
156,3:8b:ef:b3:25:6,20917f8c3522aa583ae29de7c0f7e9f1,polito.it,-51.0,41.0,134993.0,81700.0,Professor
157,3:91:f:fd:84:46,356764d622a7ba41f8413ab5271f3d59,studenti.polito.it,-60.0,34.0,2789050.0,1575104.0,Students
158,3:91:e0:7d:d0:48,63a99eb7e1c94fc637b1c5dd9f5a3785,studenti.polito.it,-50.0,44.0,744034.0,626735.0,Students
159,3:93:a2:25:7:a2,9c40e982022b16e6c729592bae938227,polito.it,-65.0,28.0,16664108.0,4913382.0,Professor
160,3:94:5c:56:da:19,69e6672fc59968f06019da54c909193b,studenti.polito.it,-49.0,46.0,99392777.0,3386928.0,Students
161,3:94:c7:3b:cf:ce,c97dae13e9ba53dcd0a374a26e31ac54,studenti.polito.it,-57.0,37.0,89881139.0,8220676.0,Students
162,3:98:6b:c5:ba:6,b18da93323420249423c1fbd13e5af4c,studenti.polito.it,-57.0,36.0,463284049.0,10596142.0,Students
163,3:9d:6b:a2:56:8d,424fc7a5826f37c32065020b8a1ea512,studenti.polito.it,-64.0,22.0,893043942.0,80121329.0,Students
164,3:a0:94:d8:8b:14,0cc43a39fd276573bc52ea26bbd6d63d,studenti.polito.it,-45.0,40.0,10939466.0,6669924.0,Students
165,3:a4:35:60:22:d1,690260fa1bd08d630ede6ced9346b249,studenti.polito.it,-51.0,42.0,60349693.0,2981700.0,Students
166,3:a6:43:aa:ef:19,efa05f80140d0234d8732f763d144e29,studenti.polito.it,-46.0,53.0,80830865.0,83937845.0,Students
167,3:a6:a4:b6:e7:f5,f8115be81607d1eb3d86b35626b69b6b,studenti.polito.it,-55.0,38.0,21554645.0,2331557.0,Students
168,3:a7:72:ad:8b:7a,1fc6dee016176576c7d294a035acfe87,studenti.polito.it,-46.0,44.0,15386047.0,3496552.0,Students
169,3:a8:7b:e7:52:3d,120bb7bd02d9f3554152ff0715fae851,studenti.polito.it,-55.0,37.0,2287138.0,817674.0,Students
170,3:a8:ae:f5:b3:24,8246e599b4dd96faf30bd622963fb8ec,studenti.polito.it,-55.0,35.0,99615485.0,8248560.0,Students
171,3:ab:51:1e:f9:7,81a2ec3e3e1b07008ecd1f74fdc2de5e,studenti.polito.it,-90.0,4.0,740975.0,695135.0,Students
172,3:ad:f:44:34:6b,90d249c134386b790107d8d6a58bde43,studenti.polito.it,-61.0,21.0,435082027.0,9860192.0,Students
173,3:ad:dd:d1:83:8a,6b4992c73865475723b786e48429d2d1,polito.it,-80.0,6.0,20243.0,15533.0,Professor
174,3:b1:ba:9:8d:be,abde9b934a1c7b459f54ca2936bfd1e8,studenti.polito.it,-52.0,42.0,32054204.0,2729585.0,Students
175,3:b1:eb:f9:c2:84,e3b17f2dfe6e805d2a4a89bbaf2e7b19,studenti.polito.it,-50.0,43.0,85776186.0,4661616.0,Students
176,3:b2:77:85:52:9f,668317eabe5a1604f4a203bf9c18a844,fe.up.pt,-84.0,5.0,871433.0,669165.0,External
177,3:b5:6d:38:9c:3b,84f84feae5a87116ef9ad27bce706072,studenti.polito.it,-61.0,34.0,670734.0,442508.0,Students
178,3:b7:32:78:14:9c,124791375c10006f7dae1a456f295e83,studenti.polito.it,-55.0,40.0,52953536.0,2143612.0,Students
179,3:b7:af:53:52:d7,78db07029a4f03462128b65c1466f3c7,studenti.polito.it,-61.0,32.0,21754376.0,24502512.0,Students
180,3:b9:56:ad:30:98,7c39c09cd3c1e3bf1a438e776726dabf,studenti.polito.it,-69.0,20.0,15845786.0,1870514.0,Students
181,3:bb:9c:f4:e2:c3,22b9d5626a5958e0e7181da2b8660454,studenti.polito.it,-55.0,36.0,8016.0,2879.0,Students
182,3:bb:c9:47:94:b0,e44a89b7b508d89a60b5e0e086b2a0c6,polito.it,-68.0,22.0,41542681.0,8373689.0,Professor
183,3:be:4b:f3:89:71,0dbdcfb1efde114a4caaf0fecf01bbe1,studenti.polito.it,-75.0,16.0,229052537.0,74145477.0,Students
184,3:c0:cc:99:2:29,b0f99197b8555672ec966429ba64a634,studenti.polito.it,-60.0,34.0,14633158.0,3951979.0,Students
185,3:c1:3c:c0:64:3f,32e67aee7bd346eba2469b25daf2b938,studenti.polito.it,-56.0,36.0,1149594.0,612120.0,Students
186,3:c2:b9:86:db:26,d74f9858655dc10b380cb998861307ed,studenti.polito.it,-83.0,10.0,71700977.0,1996580.0,Students
187,3:c2:e0:f8:ba:ef,2848f0b26220fc18c388618cb4b410f9,studenti.polito.it,-69.0,26.0,6465288.0,1860373.0,Students
188,3:c5:26:73:26:d4,a4bdfca62eb100df80c0d8719e81f533,edu.unito.it,-53.0,40.0,19461621.0,1729620.0,External
189,3:c5:66:ba:8e:1d,000b0e4b433946f5d18c6647a01f0bad,studenti.polito.it,-54.0,34.0,2924333.0,751076.0,Students
190,3:c7:ad:ff:3b:70,d03ffe9a98affff0f5872a5f4db4c6a9,polito.guest,-77.0,13.0,3054067.0,2606910.0,External
191,3:c8:72:90:52:bc,a7ad1990b01c3fcf984cca81b1252bff,studenti.polito.it,-74.0,14.0,1194747.0,716937.0,Students
192,3:c8:a5:77:f3:e3,69628335f770249761aebc35db6f7b30,studenti.polito.it,-55.0,42.0,44930185.0,12175999.0,Students
193,3:ca:b5:63:58:45,7415479c06ca2b5675e5aa5c134584d4,studenti.polito.it,-54.0,39.0,1165867.0,14212897.0,Students
194,3:d2:4b:e7:8e:54,9d25353c305722d812a4a5eb4527dc43,studenti.polito.it,-41.0,49.0,15335079.0,8939202.0,Students
195,3:d5:bb:3d:b9:e9,27ba6a35ff18008196ba54e00c0fc230,studenti.polito.it,-64.0,30.0,409018064.0,9079651.0,Students
196,3:d6:75:e5:33:86,0eddece5a299d5123e5d6527fdf86a4a,studenti.polito.it,-66.0,28.0,1455243.0,848648.0,Students
