,mac_user,username,domain,rssi,snr,byte_rx,byte_tx,class
2262,27:bf:ee:d:eb:96,f1115012ea449295c0a48239f3b78781,studenti.polito.it,-50.0,42.0,153049.0,103833.0,Students
2263,27:c1:6f:36:db:7,91e1d62ebcf0335626cb4ed50847d983,studenti.polito.it,-39.0,55.0,409385279.0,19949527.0,Students
2264,27:c2:51:6c:ab:3b,eeca4ee7759cf7e65710823eaa881d2c,studenti.polito.it,-50.0,45.0,2801061.0,798494.0,Students
2265,27:c4:a3:41:3b:9f,6cb9193b437e53500b16e4dd9cc57645,studenti.polito.it,-46.0,45.0,199015303.0,17660711.0,Students
2266,27:c9:c3:78:d6:f1,6ed6fe2594c927b55fd9f4a3b335e8dc,polito.it,-62.0,6.0,20341572.0,843425.0,Professor
2267,27:d2:a6:18:b:a4,b141b0826a64a802e62a2a4fafa222d1,studenti.polito.it,-43.0,50.0,344654.0,150942.0,Students
2268,27:d3:ba:1:6a:5d,3970eb8e2fcac6cf9c14256979ad4157,studenti.polito.it,-49.0,43.0,99618861.0,5897016.0,Students
2269,27:d5:9:11:12:20,6da512bedd9cef1ae7658cc042eef77c,studenti.polito.it,-35.0,55.0,70254178.0,35643893.0,Students
2270,27:d5:88:b5:5:22,ef3ab22a8f3ff4403f33f5774f5c6e34,studenti.polito.it,-51.0,39.0,72252334.0,12119968.0,Students
2271,27:d8:5d:da:d1:aa,3d790e4507b01c9d3b7a73a7b4d37ea1,studenti.polito.it,-58.0,37.0,6075575.0,653088.0,Students
2272,27:d8:c4:e:8:82,98feae02649c0788b1efe2743ad1be31,polito.it,-59.0,35.0,121223012.0,18848877.0,Professor
2273,27:d9:ee:26:b0:1b,d5eb50fd4f0d6d36624abdc83841e581,studenti.polito.it,-50.0,45.0,430119.0,205791.0,Students
2274,27:df:ed:3:a2:7e,d28c6a9df25f1597489bf6891b6513bc,polito.it,-50.0,43.0,78815019.0,3102858.0,Professor
2275,27:e0:7:e4:aa:3e,f432d44aa81a150f8b5c500e74582e45,studenti.polito.it,-66.0,26.0,609406508.0,32317913.0,Students
2276,27:e3:4c:16:d:81,f16a0d37442e01391131cef2a5a0be6b,studenti.polito.it,-59.0,35.0,40307405.0,3927098.0,Students
2277,27:e8:a8:6b:24:70,c43700fea9daba5d1dee52d42f61453a,studenti.polito.it,-59.0,33.0,37723387.0,8745112.0,Students
2278,27:e9:89:35:a5:e6,338f9d19a02685c912ed8ee6cddc090a,studenti.polito.it,-66.0,32.0,35014141.0,2560509.0,Students
2279,27:eb:e5:24:89:b9,9431decd56fa236310b3db04186a410a,polito.it,-55.0,36.0,192637815.0,9186845.0,Professor
2280,27:ed:48:71:7c:37,dd4c88c11d5c1e2b199784428fa291b4,studenti.polito.it,-48.0,46.0,116125551.0,4257412.0,Students
2281,27:ee:55:21:7c:a9,e587c6532dc7d54162b0610696522cd4,studenti.polito.it,-53.0,37.0,3664854.0,2909289.0,Students
2282,27:f0:4a:46:80:a4,1599d2500c5b57e6aff75e804e4bd40f,polito.it,-88.0,8.0,39654.0,21625.0,Professor
2283,27:f0:6b:f2:d6:68,92af87a6a6cbdc7eaa645c494083f2c0,studenti.polito.it,-51.0,36.0,1490512.0,423444.0,Students
2284,27:f1:d:df:5b:a7,8e70d5ea3c36ea0f9bbb3b94dca97fdd,studenti.polito.it,-68.0,22.0,16995789.0,1930722.0,Students
2285,27:f1:35:79:51:d4,67658ddd5d9b452d2898af25d42547a2,studenti.polito.it,-48.0,41.0,477941.0,409051.0,Students
2286,27:f1:fc:f2:fd:f1,a9ac110c1d72636953a7329969dace1a,studenti.polito.it,-44.0,52.0,60304359.0,56985243.0,Students
2287,27:f2:31:19:50:85,171da89bd956d1d0a89097d3e9183c28,studenti.polito.it,-52.0,35.0,64809091.0,36586251.0,Students
2288,27:f2:c3:bf:62:d0,1ee67d1c049de4c3376e977fa4921a60,studenti.polito.it,-64.0,29.0,69627473.0,1622834.0,Students
2289,27:f4:20:cd:a1:fe,172793650f93569aceac5dd1f4d407dc,polito.it,-73.0,20.0,85609954.0,7547022.0,Professor
2290,27:f4:69:2d:4f:94,19a0395657886546e40fe60b959b24d9,alumnos.uvigo.es,-76.0,20.0,303854850.0,31823753.0,External
2291,27:f6:a9:58:3e:77,dd5ec025703a8c8240c7b3b81ed83eb7,polito.it,-72.0,17.0,81238408.0,7700831.0,Professor
2292,27:f7:8:bc:71:4a,cf3bfc22683cd386a0f45fad4f632548,studenti.polito.it,-53.0,41.0,26753022.0,10390503.0,Students
2293,27:f8:d1:1b:85:e4,4ea85c704aeb0cade046a554f3819be1,studenti.polito.it,-58.0,41.0,6612151.0,4344260.0,Students
2294,27:f9:10:f3:86:55,6c7402cc2668497fc9ea1b57216fb299,studenti.polito.it,-63.0,36.0,1841654.0,12052710.0,Students
2295,27:fb:1:a9:ff:87,69b05dd772c40129c48849c0901eda49,studenti.polito.it,-53.0,40.0,4227114.0,1723100.0,Students
2296,27:fc:e9:57:f1:58,fba9fb279121d85b9d981ce37cf1e5c3,studenti.polito.it,-57.0,25.0,7454507.0,1698775.0,Students
2297,27:fd:c2:8a:33:38,9b63fa31881adea27c4c57a3e8bf4b7b,studenti.polito.it,-69.0,25.0,8154644.0,15405154.0,Students
2298,27:fe:86:82:1f:c8,b0763d5a2c2ae413babb2182b320a4cb,studenti.polito.it,-53.0,38.0,2040646656.0,70677967.0,Students
2299,27:ff:e2:9:30:2f,474452db80c8514c65fd9b6be69956b9,studenti.polito.it,-53.0,40.0,630140.0,397630.0,Students
2300,29:3:2e:55:21:32,f4f02712db8b0e9faa09756aa4c9faee,studenti.polito.it,-43.0,51.0,15267736.0,546185.0,Students
2301,29:3:2e:83:ba:22,18da72185cec7b81a327a7e1b44ca18a,studenti.polito.it,-62.0,28.0,845835891.0,22643791.0,Students
2302,29:3:2e:84:35:cd,bdaa4acc82226347afc86f73daec3fb8,studenti.polito.it,-71.0,25.0,274836296.0,17268344.0,Students
2303,29:3:2e:86:8:7d,33adfbceabe6251e6d7f053c82d53301,studenti.polito.it,-72.0,26.0,32585882.0,3279537.0,Students
2304,29:3:2e:c8:c8:8b,0870a1a995541e4d69e52d80341ddea1,studenti.polito.it,-88.0,4.0,35321759.0,6813720.0,Students
2305,29:3:2e:ca:42:44,2af3c7e4c94ad161579a7e1cb4d46bfd,studenti.polito.it,-53.0,44.0,347160717.0,33685656.0,Students
2306,29:3:2e:fb:df:8b,e36d5e11d99eff33274b9615fdc957cd,polito.it,-68.0,28.0,135125077.0,5263039.0,Professor
2307,29:2b:af:c6:5:1f,483d82abb41623ff42b59e6e47fc3179,studenti.polito.it,-57.0,41.0,30152.0,14081.0,Students
2308,29:3e:a1:c:4c:35,d353f33c9833bcc34c026160911a4f3b,studenti.polito.it,-86.0,5.0,14219130.0,13272860.0,Students
2309,29:49:fa:19:6f:47,4e5c8ff6cc7501d09b0a115afdf483b0,studenti.polito.it,-42.0,46.0,16526328.0,3395607.0,Students
2310,29:49:fa:e4:51:99,88cbc4107698240f8bb60e733c762ba0,studenti.polito.it,-36.0,49.0,12791909.0,2022388.0,Students
2311,29:4e:e9:1a:15:c1,88c1259cc647a75b42234f2472d6ea5b,studenti.polito.it,-64.0,26.0,31622746.0,26328183.0,Students
2312,29:52:c2:b7:59:82,50cae3f5f1bbde6bf082736de5472ae3,polito.it,-65.0,25.0,18732847.0,3106005.0,Professor
2313,29:55:74:e:77:8c,49cd362a7f6d7453262421f757ed2ca5,polito.it,-79.0,15.0,22038.0,43885.0,Professor
2314,29:5c:49:5:e0:30,3deb883aabcd9fae2ae28267103f6ff2,studenti.polito.it,-50.0,46.0,384894247.0,45302600.0,Students
2315,29:5c:49:44:a2:b0,5d879e3894f7605ca4a08829ade812b1,studenti.polito.it,-55.0,28.0,870653027.0,29022006.0,Students
2316,29:5c:49:54:8e:82,6eb36c778c2215759b4f1c25690da9c9,polito.it,-84.0,8.0,189231818.0,10496114.0,Professor
2317,29:5c:49:5e:2:3e,9d790a673aefa755e6c6268c848fadf2,studenti.polito.it,-83.0,8.0,272334773.0,29737540.0,Students
2318,29:5c:49:5f:da:f6,6c7be69f46d97f5c6da02f67aa687df5,studenti.polito.it,-66.0,27.0,4631975.0,2395016.0,Students
2319,29:60:f:3f:73:4b,60c2f6a2a5b7bbdd81825d2476051c1a,studenti.polito.it,-66.0,27.0,74927210.0,74884350.0,Students
2320,29:62:8c:9:45:86,7ef199beca17b02cd997a79ef5438187,studenti.polito.it,-55.0,38.0,6774779.0,1756882.0,Students
2321,29:62:8c:9:7c:81,40b43da82774dd8eb888e2e7fefcf97b,studenti.polito.it,-46.0,50.0,32355262.0,4523076.0,Students
2322,29:62:8c:24:ba:37,1a47a053c92eac995485e8e7a87040ad,studenti.polito.it,-53.0,41.0,251321044.0,25400082.0,Students
2323,29:62:8c:be:cf:46,49998b6de6572c3ad487e1cd913e98ce,studenti.polito.it,-55.0,37.0,368259426.0,73022614.0,Students
2324,29:62:8c:bf:ce:5f,33f75a36a85ebf1fa229d7bfa7cc8ad9,polito.it,-59.0,33.0,89032800.0,67264992.0,Professor
2325,29:62:8c:c2:7e:34,bc9ee3a1c4dc7d45833321299de904e7,polito.it,-60.0,33.0,25633072.0,6322552.0,Professor
2326,29:8b:e7:39:b3:1f,b1a1cffe5f36f125e1f8ac19edab73f3,polito.it,-57.0,30.0,34079772.0,11583036.0,Professor
2327,29:8b:e7:50:39:96,443f6451874bdedc0d166d8ce97fb780,studenti.polito.it,-61.0,34.0,657860.0,407804.0,Students
2328,29:8b:e7:a3:9c:ee,509092d6eb9462f368f8e01ac4dcc9a1,studenti.polito.it,-59.0,37.0,58847624.0,13242054.0,Students
2329,29:b6:c7:0:6a:71,3639f27b334fb475811f43fc01a880be,studenti.polito.it,-40.0,53.0,165292554.0,8759048.0,Students
2330,29:b6:c7:28:89:49,5204a1a5a77b7f8931b7696d7f4365a4,studenti.polito.it,-41.0,52.0,235702802.0,13757302.0,Students
2331,29:d0:31:be:d0:1d,027f9bf5c5471e52099c391f9770f41d,studenti.polito.it,-54.0,38.0,29154186.0,3415028.0,Students
2332,29:d0:31:d3:cd:47,537d83d20af4933d2687c71aeebd12f0,polito.it,-66.0,25.0,392083235.0,430955088.0,Professor
2333,29:d0:31:e6:9:75,82eeabb013ffc30aa5dd64065cfb54fb,studenti.polito.it,-59.0,36.0,86629153.0,17559977.0,Students
2334,29:d0:31:fe:e8:6f,02e8f799376dab8c5ab187346099b6f6,studenti.polito.it,-63.0,32.0,46390895.0,4664245.0,Students
2335,29:e6:6:7b:cd:29,d668336977d3b92937be924d6ec13473,studenti.polito.it,-47.0,45.0,52918417.0,6482979.0,Students
2336,29:f5:8a:67:8d:c4,2078641c2686a2d325af39e0c23ba10f,studenti.polito.it,-52.0,40.0,92329.0,76038.0,Students
2337,29:f5:8a:76:e2:fc,41dfb0500b8a78313d5fff9006d967a0,studenti.polito.it,-57.0,35.0,152993.0,607658.0,Students
2338,2b:0:10:13:5e:d5,309b59e160ef42f65ee251b8be85377e,polito.it,-67.0,24.0,61577.0,48142.0,Professor
2339,2b:2:4f:13:d6:5c,0dcbb9f8e667c5b117e83e0f7d1ef508,studenti.polito.it,-49.0,46.0,62829068.0,69155405.0,Students
2340,2b:2:93:54:5b:28,daae3404ccbf2bc5aa0188295b8b52cf,studenti.polito.it,-59.0,28.0,395456288.0,31072628.0,Students
2341,2b:3:94:6e:14:f9,930cac983a5ceddb58045bf81865b615,studenti.polito.it,-64.0,26.0,774255.0,436064.0,Students
2342,2b:4:c:96:72:ba,ed600ea3d43b87db2b61f3ac637b275a,studenti.polito.it,-51.0,42.0,278010987.0,34059849.0,Students
2343,2b:6:3d:f3:80:f9,d9b2d1d0c7570b8e6c248d368dbc6e4f,studenti.polito.it,-54.0,37.0,2149303.0,1429485.0,Students
2344,2b:8:32:2b:f7:72,ad01d4019d8090d156657efdc9ac4c5e,studenti.polito.it,-58.0,36.0,2426461.0,310562.0,Students
2345,2b:9:e5:c4:30:89,4d8766098859444af12b283e1db1acad,studenti.polito.it,-56.0,39.0,187430106.0,9383628.0,Students
2346,2b:b:6e:71:d7:f1,95f1a3970bb27a2ad6e789f36622af5e,polito.it,-56.0,32.0,49260309.0,6640536.0,Professor
2347,2b:d:13:15:62:c8,dde46a143690125734ee1120b5bacd4e,studenti.polito.it,-58.0,37.0,121934442.0,10808440.0,Students
2348,2b:f:ba:4f:19:6d,89bc37c424af906c30e8074a1e253f7a,studenti.polito.it,-60.0,34.0,178991028.0,14397057.0,Students
2349,2b:11:16:ce:51:79,318b4c725764311d823f859f6edf12fc,studenti.polito.it,-48.0,46.0,1656425.0,449809.0,Students
2350,2b:12:1c:17:65:ad,07af51b3de5f394aaff9469d6a14a1f0,studenti.polito.it,-60.0,35.0,26936956.0,2897003.0,Students
2351,2b:12:b4:31:44:7e,9d25353c305722d812a4a5eb4527dc43,studenti.polito.it,-50.0,40.0,307292707.0,6580324.0,Students
2352,2b:13:cf:2e:60:9f,7f63390ac136be9642caed774674883a,polito.it,-69.0,23.0,1400407.0,396964.0,Professor
2353,2b:14:83:2e:97:a3,18717fdd3ed0227df5eeebd9498477f1,polito.it,-69.0,21.0,85055702.0,2528654.0,Professor
2354,2b:17:b7:8a:f2:b1,8705139bcede6b5c22077c873f2e422b,studenti.polito.it,-78.0,16.0,7113.0,3295.0,Students
2355,2b:1b:c5:6:94:f3,4b1b77faf4ef037b84d2ebd1f4d7044d,studenti.polito.it,-51.0,40.0,6168442.0,14449641.0,Students
2356,2b:1f:d0:1d:bd:6b,ccdc4eccd5393220a56998dac686500f,studenti.polito.it,-72.0,19.0,466795.0,94604.0,Students
2357,2b:22:e6:94:15:83,882e3278640516770846211ac8ac691d,studenti.polito.it,-53.0,43.0,239216287.0,14309144.0,Students
2358,2b:26:c9:29:86:7d,10a9af1f8a063e4c708849f4c532b027,studenti.polito.it,-58.0,33.0,291782762.0,16605474.0,Students
2359,2b:27:45:81:81:14,bb484b6065a0c47cd38291da7985088a,studenti.polito.it,-48.0,48.0,469461.0,122765.0,Students
2360,2b:2d:b4:7d:b:9b,092828caefac2f0b9d45cca8feeb3922,studenti.polito.it,-55.0,38.0,633988.0,311264.0,Students
2361,2b:2d:d9:cd:e5:85,f8ab9062d81d4fd8b826cfaff6ecba07,studenti.polito.it,-55.0,38.0,50319353.0,11960996.0,Students
2362,2b:2e:1a:d:bc:9e,6ae67627e907955937ca509466740f4d,studenti.polito.it,-43.0,51.0,745844434.0,921118362.0,Students
2363,2b:2e:97:f5:a9:16,9ab9a3473a08ca6c2f7770e32d031b4b,polito.it,-52.0,41.0,64427.0,23375.0,Professor
2364,2b:2e:ea:4e:e:d4,7a1893217e0072bcec8d66dc148037b6,studenti.polito.it,-69.0,24.0,8479583.0,1028205.0,Students
2365,2b:2f:a8:8f:84:33,6080857b4440765cba73557b2887e24e,studenti.polito.it,-46.0,47.0,68965670.0,32928190.0,Students
2366,2b:30:7:8d:67:36,3a2670e0cf400eb1ce1370e95992ab4f,studenti.polito.it,-67.0,1.0,263899.0,248958.0,Students
2367,2b:30:3b:b:89:81,b5c2d81c38b506c742d27fef06f3b658,studenti.polito.it,-74.0,18.0,110660089.0,15602454.0,Students
2368,2b:33:b1:1b:53:7e,dd01c5ffa3bb9a45b66b24ade8d6c273,studenti.polito.it,-48.0,42.0,1758483.0,565785.0,Students
2369,2b:35:92:b9:92:9e,7fd284ed183304d665aa71d9c6da0c20,studenti.polito.it,-52.0,37.0,453270750.0,13261546.0,Students
2370,2b:39:ac:16:ac:58,815ce7d3dec30544e822c0ee7cdc06c0,studenti.polito.it,-55.0,35.0,20578331.0,3032824.0,Students
2371,2b:39:e0:ee:d8:9d,a5f24637c9fb2df46386025750872a7f,studenti.polito.it,-59.0,33.0,59788697.0,10719671.0,Students
2372,2b:3b:7:45:4a:80,c7b2489157860f5ad411e477eefea443,polito.it,-46.0,52.0,2471316325.0,62567067.0,Professor
2373,2b:3c:68:d9:85:61,102f4962f1c0a603e2497a39d1230df3,studenti.polito.it,-66.0,25.0,,0.0,Students
2374,2b:3d:23:97:4f:59,a4b2c7b525bca4b32d55de7b55b1e438,studenti.polito.it,-54.0,42.0,137464735.0,11596816.0,Students
2375,2b:40:91:83:8b:de,f98a8b5a1b3602389a5752040dd8b911,studenti.polito.it,-64.0,29.0,556440576.0,140448399.0,Students
2376,2b:44:44:a5:74:f9,756f3b5c24df770202f57951fb1be132,studenti.polito.it,-63.0,29.0,338309633.0,20486020.0,Students
2377,2b:48:60:d7:96:6e,23dfc984be98c87b8017c7015d117d92,studenti.polito.it,-78.0,18.0,23969182.0,21971359.0,Students
2378,2b:4a:5e:f8:e:4e,604cd33e50d904230e73dfd60f6d4216,polito.it,-63.0,29.0,4321710.0,6254928.0,Professor
2379,2b:4d:17:ac:b4:ee,586fa663f81543012422eb0b0eded7ea,studenti.polito.it,-50.0,29.0,143086.0,83870.0,Students
2380,2b:4f:2b:e0:31:30,9f03065a2e4621e58b16689530188f21,studenti.polito.it,-53.0,35.0,1312802.0,747374.0,Students
2381,2b:50:c1:4d:4b:c1,af4aef594284d683b9f654cebda62139,ulpgc.es,-82.0,10.0,7660585.0,882798.0,External
2382,2b:50:ce:aa:d1:8e,ee0e582eed6ca42dd00aa9d566e999dc,studenti.polito.it,-50.0,46.0,16641544.0,3613389.0,Students
2383,2b:51:dc:e6:58:36,8b25a0457cf9b39ae993d505b79dbd2c,studenti.polito.it,-59.0,23.0,116962851.0,3914922.0,Students
2384,2b:53:8:13:d9:6b,144f095c2e86555de0bea39050e17ec0,studenti.polito.it,-47.0,28.0,28288905.0,2100033.0,Students
2385,2b:56:ce:d:2:ea,aed0745dd55b25598165b40994f07522,studenti.polito.it,-60.0,35.0,33059411.0,2279655.0,Students
2386,2b:58:91:cc:56:e9,d6686c5e3738d351e3d48370abb97a1f,studenti.polito.it,-57.0,38.0,25693505.0,3826798.0,Students
2387,2b:5c:3d:6f:3:6b,8702d5dd95c2baf512235df31158a7de,studenti.polito.it,-42.0,48.0,158689950.0,71031454.0,Students
2388,2b:5e:ae:6f:eb:e8,9c3d84cfa72750139a7c5676a87497a9,studenti.polito.it,-58.0,32.0,8382.0,2824.0,Students
2389,2b:5f:a3:66:a6:ea,0b1be8b8ccaccf9457e58710852071d0,studenti.polito.it,-57.0,33.0,421030.0,163750.0,Students
2390,2b:62:af:ad:8b:16,1fa7f166081612dea61baeb659f913fb,studenti.polito.it,-73.0,17.0,52073898.0,4135417.0,Students
2391,2b:62:d1:ac:70:7c,1d5dd9be89fefadab8dc837ea18c412f,polito.it,-75.0,18.0,80593838.0,18798044.0,Professor
2392,2b:63:51:eb:7:cd,bac8517831b4782b473e361275f7effd,studenti.polito.it,-63.0,25.0,14937300.0,22296788.0,Students
2393,2b:64:76:38:b9:d1,672d36a363be215d39ac2fbcd04c61df,studenti.polito.it,-52.0,40.0,32985932.0,124522047.0,Students
2394,2b:64:db:87:e8:49,72a88e956b2900775ac3625fd3310148,studenti.polito.it,-46.0,46.0,28764978.0,2996948.0,Students
2395,2b:67:8d:f7:fe:51,90fbb7d31c9ae0a7d7c46d45c22925cc,studenti.polito.it,-53.0,40.0,5761557.0,1931172.0,Students
2396,2b:6a:95:24:54:8e,933ac09c590da95898c32d59a459a42a,polito.it,-63.0,29.0,28703084.0,4125653.0,Professor
2397,2b:6c:6d:62:43:cc,fda562575969c055fe900f54bbe4d459,studenti.polito.it,-57.0,36.0,15580364.0,2818880.0,Students
2398,2b:6d:58:ec:20:5f,98ea3c9ae5bf54af1464da7e75f29787,studenti.polito.it,-49.0,41.0,586478052.0,19040957.0,Students
2399,2b:71:91:4f:50:6c,4bb894d5d68072c569d4e4ec28334a84,polito.it,-53.0,42.0,11837239.0,1738737.0,Professor
2400,2b:73:6:e:d9:87,e4b3b523b909dce5795740b9c2b71397,studenti.polito.it,-40.0,52.0,42280272.0,18274994.0,Students
2401,2b:73:90:49:f0:80,5155e369649683719dc6e45e04d73a76,studenti.polito.it,-59.0,32.0,212218828.0,16707193.0,Students
2402,2b:73:fc:b:dc:7e,e6c21af64ae2f28abd9bb648d025ea94,studenti.polito.it,-52.0,43.0,121281222.0,26481259.0,Students
2403,2b:74:cf:39:21:a6,4af7cc95493550eaf1095bc39ebe66d7,studenti.polito.it,-64.0,32.0,11696352.0,2510598.0,Students
2404,2b:76:b2:69:21:d2,cf4472bdecdd8efa15be0f660532cb93,studenti.polito.it,-55.0,39.0,571667.0,265494.0,Students
2405,2b:79:78:24:96:88,ecff94709aea423858642bd9ee182b19,studenti.polito.it,-39.0,52.0,36890043565.0,387873985.0,Students
2406,2b:7d:0:ed:eb:31,cc6ed6ffcc70fb04ecbb13548ce53591,polito.it,-52.0,47.0,71881250.0,4547854.0,Professor
2407,2b:7d:2e:96:4:55,48f7596ade0cd21b2e9ccae58b0547fa,studenti.polito.it,-51.0,44.0,38272458.0,20018137.0,Students
2408,2b:7d:d5:e9:2e:89,17fc287652ea0ff49698bbdc525d9a48,studenti.polito.it,-56.0,31.0,427688.0,658561.0,Students
2409,2b:81:52:c8:67:db,9ced7a5962447cd437fce1a6b2bc6a0c,polito.it,-64.0,26.0,379882932.0,661709047.0,Professor
2410,2b:84:69:7a:29:8c,5a96412a52ded45306cc0de8dfd384a5,studenti.polito.it,-55.0,40.0,26342.0,14316.0,Students
2411,2b:86:37:cd:4:f9,8e8892bde25bf4891e82d9b2684fde9e,studenti.polito.it,-53.0,38.0,604979.0,203838.0,Students
2412,2b:88:86:b0:fc:d1,92c4c24e09590243149d27e13c9d8db2,studenti.polito.it,-52.0,40.0,70073041.0,2715792.0,Students
2413,2b:88:ee:95:9b:d9,fcd9a78e19ddaa48c607a3b25720960d,studenti.polito.it,-63.0,34.0,165373253.0,4259948.0,Students
2414,2b:8c:d4:e4:73:6c,4f996ee5c20048534905a961ca8e909e,studenti.polito.it,-52.0,41.0,3403042.0,553527.0,Students
2415,2b:8c:f5:3e:a7:85,1f4c6c87b55306c438649700441f3b25,studenti.polito.it,-55.0,38.0,121530838.0,8634374.0,Students
2416,2b:8d:e7:2a:c0:f9,03464d47b892190eb52c9728508527f2,studenti.polito.it,-50.0,45.0,103940573.0,8468130.0,Students
2417,2b:92:29:5a:ed:6,a86dfc04fbc37d98de1b66e05cf89c58,studenti.polito.it,-66.0,29.0,2743351.0,635847.0,Students
2418,2b:93:14:6e:5f:d5,d4b5a2bcf9b0bd310ba8c868bce737bc,studenti.polito.it,-47.0,45.0,126022235.0,32251507.0,Students
2419,2b:94:17:4:49:d3,9e60f297b962e965905a6c571a844106,studenti.polito.it,-45.0,48.0,3401424.0,8407367.0,Students
2420,2b:96:3f:bf:cb:4d,aaeff685f6e0f4f2d2e9ff3d718824ad,studenti.polito.it,-47.0,47.0,394555651.0,41163276.0,Students
2421,2b:9a:fa:43:1b:9a,e0f7c00f3104de5306e242c9a3b464ea,studenti.polito.it,-54.0,40.0,299843000.0,5051829.0,Students
2422,2b:9e:13:be:e1:8b,b6cb8b2b5a049fa66044d58b8cbf9b41,studenti.polito.it,-61.0,30.0,153440138.0,391796456.0,Students
2423,2b:9e:f6:de:8d:86,5aec76e30681b69163f2472cc05844bd,studenti.polito.it,-42.0,53.0,206296284.0,52185717.0,Students
2424,2b:9f:dc:57:79:fc,1f53b452a1d4baf7844f0c4492b471d9,studenti.polito.it,-71.0,23.0,3261919.0,5027016.0,Students
2425,2b:a3:69:aa:5f:37,e40dbea98ca84df2106309ba9a64a22e,studenti.polito.it,-53.0,40.0,334996858.0,10664304.0,Students
2426,2b:a4:a4:7f:7d:ad,2c5be9204e8e09466bb304a2b6f16659,studenti.polito.it,-72.0,23.0,674868.0,167272.0,Students
2427,2b:ac:6b:c7:99:93,d1c31fc0e55b59ba0e937b0119b8a714,studenti.polito.it,-64.0,29.0,46280516.0,4186402.0,Students
2428,2b:b9:8:c2:0:69,a5207f457d657b40cb1ab32033fe383a,studenti.polito.it,-67.0,26.0,289054.0,175792.0,Students
2429,2b:ba:37:b9:42:9c,218938a897a3e27d1bfee44eba0169d4,studenti.polito.it,-77.0,15.0,29595492.0,2552323.0,Students
2430,2b:bd:71:13:79:63,39fcb00a5ab1b027eb18d92a3732a419,studenti.polito.it,-53.0,40.0,81664780.0,4261581.0,Students
2431,2b:be:c7:5c:a3:d,f5e3f343689567321c40033d5e589d3b,studenti.polito.it,-51.0,42.0,11825382.0,1323359.0,Students
2432,2b:c0:c:4e:29:45,fb3cd79aea6a63a49389e596d57e366a,studenti.polito.it,-48.0,46.0,99738299.0,6397487.0,Students
2433,2b:c1:69:49:46:8a,6b684bfc2a125c674338b22bc9f66297,studenti.polito.it,-48.0,48.0,58552285.0,3782538.0,Students
2434,2b:c2:a2:49:e9:a5,2beba62b24a525b829ec88c23a9e2317,antonio.sciarrillo,-74.0,19.0,17194724.0,3813091.0,External
2435,2b:c3:ad:7b:55:30,1230e1f42aef7fc801be0b7cf2bd0b39,studenti.polito.it,-46.0,46.0,5154177.0,1550024.0,Students
2436,2b:c4:6b:43:1f:8b,4d9b3cc13a95f4c8610e71ce833d969a,polito.it,-74.0,19.0,35137483.0,4471239.0,Professor
2437,2b:c5:c:97:c:e6,f3b765fe3fb71f56f2cc4b29c050bacf,studenti.polito.it,-58.0,38.0,4505592.0,1562550.0,Students
2438,2b:c6:29:39:7a:c1,28528e650e7573e9435d1b2d22d8910e,studenti.polito.it,-51.0,41.0,156534479.0,119984038.0,Students
2439,2b:c6:95:9c:f1:f6,c373eba35db61f3784b8cfa6e5a464a3,studenti.polito.it,-51.0,41.0,2195424.0,452864.0,Students
2440,2b:c8:4:e8:3c:67,cc5e6a658a2d8e648b4840170f5d761e,studenti.polito.it,-73.0,14.0,392940.0,402404.0,Students
2441,2b:ca:f9:bf:a0:9f,f25a895181fb76365cc90768b930c675,studenti.polito.it,-70.0,21.0,45797084.0,549942.0,Students
2442,2b:ce:9c:a4:a3:34,4f3716704e60bc7bfdb42b22d4015cab,studenti.polito.it,-50.0,43.0,179478018.0,11783285.0,Students
2443,2b:cf:d6:bd:e8:b9,83fe51dc7a77a580a2a6b5e75f5771f9,studenti.polito.it,-61.0,31.0,4477736.0,1232113.0,Students
2444,2b:d3:c8:d8:e0:3f,702cd5a63c8cb9e03c085cc0a2b5a76e,studenti.polito.it,-56.0,35.0,24834436.0,22463277.0,Students
2445,2b:d4:ee:1c:6e:3e,92f41d3e9a159aae2234cd639938e71e,studenti.polito.it,-86.0,6.0,8171.0,3741.0,Students
2446,2b:d8:ea:54:e1:30,d731e939424248891dd4778ed53f8113,studenti.polito.it,-47.0,48.0,37350323.0,1626790.0,Students
2447,2b:db:78:d8:ff:85,54137bc017e7e458c6249bf184baa560,studenti.polito.it,-75.0,16.0,127564515.0,2042363.0,Students
2448,2b:db:ee:97:c7:1e,f9fc42c3cf7cbb968a4e40b67a2a71c5,studenti.polito.it,-40.0,56.0,1748939.0,476890.0,Students
2449,2b:dc:14:5b:80:7d,4617b1b2a3662f7612a2a2f1822ae47c,studenti.polito.it,-47.0,44.0,23907035.0,4965732.0,Students
2450,2b:e1:3a:3c:3:2c,ca0d1e5551d8b537afb29a605ce72c9b,studenti.polito.it,-51.0,41.0,56261649.0,4802874.0,Students
2451,2b:e2:ed:f9:a6:74,ecb6a8b9aaf5138ab6fa0987d5ed5eee,polito.it,-75.0,19.0,770734607.0,11625594.0,Professor
2452,2b:e3:1:28:b7:76,d64a1959ae70d7ce94025eba2582064e,studenti.polito.it,-50.0,44.0,5668361.0,875228.0,Students
2453,2b:e5:19:74:36:86,fd9114bb47385a1f3c05c4ed44ad0006,studenti.polito.it,-77.0,17.0,14902597.0,1465880.0,Students
