,MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,class
0,1d1bc306bbf3203e8d798f0d1bba9d88fc9ae893899127a39903ef2ee2bbb2c3,bf91946db48a782cb5a69a93a3c4c26f9ce36b6c84b99745b1a3581eac3dbbcf,studenti.polito.it,-72.0,25.0,168754060.0,18674733.0,Students
1,979bf0d85472e5d8f886d136446fc9ac4c20cb3f50c3dbf5ada0e63f5cff65b0,2288f665cbc8c49d8d2ad68f8ea343b6f632389c94d1c25f35611c35dae19565,studenti.polito.it,-55.0,39.0,125012266.0,27361118.0,Students
2,6be875df56f63e5f43f15c1b4120be2c1115946355e8c363795e06bea71183ae,e85fb763779b9a1e30dbc56e0daec98500b4753cfde2139f79bdd1243887f9e2,studenti.polito.it,-50.0,46.0,954463.0,1253354.0,Students
3,3c3c90695ec3bfc625b01378d4db24026c2358aee497f065d50a472888686583,8bf01af37c630f5c95d2442e44401e7da4100217416bfbedc68477625a2d9017,studenti.polito.it,-78.0,15.0,129533.0,64691.0,Students
4,3b08e91be46ac87d5f37e5ff8560b48f376427c7b4193c91648a3e67c2eeeeb1,26bcca434542d9fc68158d49b99b9aa5c7a7d19aea9aba03c097e90dd35f490f,studenti.polito.it,-52.0,40.0,5473094.0,798265.0,Students
5,32ae9c93cf47632b9916deef934526b1ae863d3f23c6eda4eec6a8343b624a4b,80a203063e5a38d528a671907d99153ab95711f8978178986d576ff29c61e4b2,studenti.polito.it,-55.0,37.0,1209730518.0,42425377.0,Students
6,0406ce9370061fff92a77e23da31e5904ee3e7bceabf96213b3e27b014f660df,a9dc03f9a12f851a1456f61e1c77719528eb8f041614c410e03e7ce542aaaf9f,studenti.polito.it,-59.0,34.0,361359694.0,12683102.0,Students
7,8ec5da5171d46ab370b1430e7a4acd4abcd44e33ffc670c9f56b577c36eb5a54,1988d8b48ee3d7d11219f0d4fc5515aa6b5cb2b8994d9a4b9553f2d0e645f508,studenti.polito.it,-75.0,17.0,28600885.0,711704.0,Students
8,80c76dfedf534549717b1574c1ac26524b88e5e7ee77f413691731a1352b7cae,1a2b9d610fcd2660798d85fd257ca075d25d3d4b1bf7bf07d820a4a7b45d06e1,studenti.polito.it,-71.0,14.0,5746.0,414.0,Students
9,247c303f68d47f5ab4d2ec703fce7f7ee843c9894722c29b3598aecd047855b2,bf6d44c841e07e8e90b11e249aafb839e379e7b16fca939b61ff25977f9b80f7,studenti.polito.it,-50.0,39.0,315650759.0,11644078.0,Students
10,f8a4bfce8109839c14b406425369b6dafa9db7c0d663ed93db2c12b028a56228,6362a3ff75e09f8ac00a8150b5fb942ca5f98a4d6ad63d742aca2003f00f850a,polito.it,-51.0,40.0,511444.0,352682.0,Professor
11,d2fe7345dac9e8c8c4a13bc1497c53e2a335a3f8f9e154312161a3dd9e23c02d,8613dc55685da198979b74743cc45aa4b2e0cff983199520b6f3fb6fd2a3d321,studenti.polito.it,-76.0,13.0,94082725.0,9659568.0,Students
12,7005c79157155a9d9d7b55aa07657fef23024069b1242fed9d082b245947f98a,aef32b655f5972e6b12896a4109cea073d64be127d78933fe54305a9d2d57305,studenti.polito.it,-60.0,31.0,210788457.0,2217295.0,Students
13,9332a93098cdba3cbb56b44fe8e6d42fb557d94f6e23c944419c3d4682cd0cd7,dc7d969e0bf9cb52a9e4ada418492ed9c25b8a00e7c72ab838512c4bb5f7a3db,studenti.polito.it,-46.0,45.0,624215.0,298301.0,Students
14,5f8244f8ce5ce77e6afddffa9b8908edb416df3772f35543910c6bc233851e8c,27ffdca61a075b5208a86e4300bb37f62b61f39baf9cbdd9e2a44a9e7fe9496d,studenti.polito.it,-43.0,49.0,87942518.0,124036201.0,Students
15,c346ee3ac1c7caaf47f17615ea76b72c3c1c661f1675239e3637c06198a03b0a,3d081ef4a6ec2719111450a5265895a17af5bb17efe0e6f1fb53d04b43b90025,studenti.polito.it,-53.0,41.0,12738187.0,1555801.0,Students
16,e8118adc1bcb2b7ee8f3c9d7f4f7d1ae956e2ea4f1b8f951abfa981c11f8b9ca,fb03a4a07c4eeb2e86cb145e0d5797cfbf4ae4913a87589848c2ee078e4cd151,studenti.polito.it,-59.0,35.0,3602900.0,2618364.0,Students
17,350efe006bc4e7f29efc6864af7a7454f406db775a1d232fcc56d364787a9843,88b1ec6e6f11795281ebbe9f2dfe75220c734f27b0390da0627b1074fbe3f59e,studenti.polito.it,-57.0,31.0,1447066802.0,18706851.0,Students
18,297e6550a6246559785cc714010c3d28061cc0b14ead3c1c30021db7c3ebe6a9,7b56f3004184ac27f17f347096cd05a5abc6158ff1f59b4f35098978aa4e9e41,polito.it,-83.0,9.0,3118668.0,2343472.0,Professor
19,e3d25bbbf59235cefcb39f8b80378a18aaee8a16ad44fd492ffdd1677d1375dc,3556b8295325d72aaaa8ec0e004c2407fbb6df9b14ddcde95bc1a13122fb5938,studenti.polito.it,-51.0,43.0,124927452.0,14028803.0,Students
20,edab465d527ba4d066666fc432e5fda4f62586834175a49b4dc1560dba1e0910,3dd1f793d27179316f83fa4f8a7ffd80a5cc32acfd4058d893c8599bdbaf4766,studenti.polito.it,-43.0,49.0,222176673.0,4711130.0,Students
21,6887500c16462f38d40cb06d99ad25939af2c12491828f465c8b0cb0b0e44829,4bab2186936294f5956b169fe1342dc68e0ed81ea3018ab85b10d0d3e99b3a3e,polito.it,-56.0,36.0,244391384.0,75919684.0,Professor
22,6ec0baf1193fac6fdca175e88e7aeec8a10f4f6bbbc8c6f74970b30dc8b4c36a,6c15c3167a183548229b4a458ed6419c4fe703e7b414eba91b4bb0f17a2b26e8,studenti.polito.it,-62.0,31.0,316673643.0,5449572.0,Students
23,d78c657bdf904fbbc88dad78307e6a0c34ae5e9991fd47b8702fd41d831bb588,b2ae03e09579686c1d7d33ceae61860d880945f5f792b7fb209fdc04ba5f4799,studenti.polito.it,-55.0,34.0,4362735.0,1077754.0,Students
24,1eb80041ac888957c739ccc5fecc43ffcfc72e1b4ac0281845c17b91cc45b7e1,6dfe690e798926682f6eb1706501992e2c320f99aee95c804144eabcd2a34e14,studenti.polito.it,-45.0,49.0,18070423.0,5049363.0,Students
25,1d8ecaf14d348999adcc632a7de2fdee2054a5f950779e9c90c595b6a7eb17b8,5a4cfbb365f5e372686c769bbc83efdcfc8f58dfd3373438521fa9587acffd2a,studenti.polito.it,-62.0,33.0,1114588.0,528677.0,Students
26,3577c82d86cca72e4dbb5da08b346361dc32e28411a345003aa57105abc46d61,bf01c60e758cc1bc219b45eb806cacd53a366fc7c389692bbb34b9b04d588a49,polito.it,-52.0,42.0,876928071.0,1034094286.0,Professor
27,57317c7f2c9b428f8fa8a014f5184f30ee89231a222445855ef2072152eb02b3,e4954d55b07e2d25afbaddabe0f358359329c877a51dd56f3756c65ae1fda130,polito.it,-66.0,28.0,83406344.0,25266837.0,Professor
28,341342e817e574c1f1d4765a72cc51d32c4c80805417775673e30ff40bcc7cac,a7bfacfc5fc2a40ef2e917fd7ed2deb462df3399923ddc818fefa7a863f22790,studenti.polito.it,-75.0,12.0,230469465.0,23998252.0,Students
29,be035cf2ff7362703b2dea3d37d5a17c0e0e51d502a1b11f2aab3defa57bed09,bd7a47bc732a6d5a35ea30f8929b200e457f3f56399448abd9769b202a211b40,polito.it,-64.0,29.0,1467373182.0,768714519.0,Professor
30,d021bb0f6825b755adc408484b21be3eff2c43d8617090e98e1d063555caac1c,95b234090c7ca5454928db49b9bf657f6178201dda0ea446e11e8c26265965c8,studenti.unisa.it,-54.0,40.0,396678.0,295055.0,External
31,48289e9c130d715b41e533574b28d021bab1b2e670c19d14d0a379b22c6a86ed,b4da00c28ee3ec5dbe876a1e135b7c49a5080cecd7e82914f949bfdb1abc70f4,polito.it,-64.0,30.0,1844003.0,840924.0,Professor
32,f8d709f7c90150929c6d2c28893ff75be3ac3f7ad50d5fee364370abb92bf3b1,1166ad3a4f109ba27ab7c5eeec88f92de5d33d6d29e08e8e3e17591b35b44a36,studenti.polito.it,-54.0,44.0,60518336602.0,745224073.0,Students
33,d34bf6bfebfaf9c87d43e57d3459e7eaf20df3097bc239399b488e9d06a93bff,8c8838a275d77be43c4189b1f6d050a3f84b56530da822489a9f39cfce7be402,polito.it,-52.0,41.0,13716541.0,7339520.0,Professor
34,37fda6d2eafdcfb354918f3c7e08406eb41d3b9f54a1d1dc94dfd951b902375d,75fc79cb071be8521a48aea9f84bbd4b17dc500116c6ba395e78bd253e6e0287,lu.se,-56.0,38.0,714931105.0,154742980.0,External
35,1e6b1fbaa9524efedcb412756e2c8556fd288acaac29f450e3a0a27556869921,4ab989e1a37dff5936a9e4a150f6a71fc2e6d0b409d3532ca3bf59098fdbb483,studenti.polito.it,-67.0,29.0,394204.0,182071.0,Students
36,879af3a11af9cf7930c32eb8c36da5922705e0ede24ea00c32ee4373e54bcd1b,c1f9f8380d87ac65b462ffd1719a62b8018c551ca26c8162de3d4e797a388b1a,edu.unito.it,-77.0,18.0,596821195.0,53878916.0,External
37,63f73e53b715d7176fbba95f5d650600ab88cc1aa3dbd1587d263e692c3c3254,98ab4c3d33e2ddee79fd46cf1df2950315b3f52191170fd8f46018641e7d4126,studenti.polito.it,-40.0,50.0,117195506.0,9121736.0,Students
38,bb930402c3934e82b3f076a73814831b2e89fda38d57ff7e174c247556bc7348,6ff7d782a36ad55f728a8ed4ef88163d3d84beff53c5fce8facdff333ba61f02,studenti.polito.it,-47.0,47.0,1930361204.0,27637534.0,Students
39,50338aadc7d1f6e59e09687610887cc718f3e3b81186d31b35bf6b53295f916d,117f911526f65cb72637bd3ad12e1b08f0e27da979db3c2167332387f0fd392e,studenti.polito.it,-49.0,44.0,111778320.0,7761995.0,Students
40,e3db9d5e93fcb63b2ae3f4fe4e23de15c66e675d9d0d8193f8e1e4317520502a,e7bcd9b17391c6796b72b6425391cfe51b71562588aaac7bb66c57e382c327cb,studenti.polito.it,-71.0,17.0,573242096.0,23160160.0,Students
41,ebcb17156a7af817c15983011f11258f10b938399783aca0465b3d0bb5e5bfbc,c26383e1fecc98ce87e1f0764bc726aed7454adc643432c6d53157a65ac15278,polito.it,-72.0,15.0,108084526.0,47255486.0,Professor
42,49a69f1e9a9bc852f4b70ac95d0ae630b0fe5ecfe2bab707f5726308f2be8ad9,94c811f5d08f1da8c6521838aae394d4cbe66e622fb7bb0b440e48626aa1b575,studenti.polito.it,-44.0,51.0,120617685.0,4633318.0,Students
43,cd25e7eb2a99c88681a79bb331eb918e600694f45aab7ba4c2ea0914dd35880a,40980886309bf41c0c53e2bee829ab4a13ae1c993ac1a4518379a57df02d3ccb,studenti.polito.it,-54.0,37.0,121422498.0,24954548.0,Students
44,a36a7f7d960deab64d4e646274919d91d02cc31c6bea5aaf706c087bbb1b9bd7,206404b712821e9bdcd2fe63dcf2c1ee15fda1932c54924d1042034847a24fdf,studenti.polito.it,-58.0,35.0,48173999.0,4574341.0,Students
45,cde9ba27996c2009759d8ad65375995e95115585e176dd77fcdbcce6d63699a8,a82c772bf81cb1038ac768d77b9055275516cc6c1930671b61090556d2ad0606,studenti.polito.it,-55.0,37.0,19959161.0,2185909.0,Students
46,0929a323a9efdf15ee789aa97b078debdc8b8ea54e97ee2d7497187ec5cd623e,a720e30f78fc1a21ffb887dba1fc459a52a3473bba8fe6efa94bcd7fc36e7041,studenti.polito.it,-41.0,33.0,53842457.0,3448621.0,Students
47,5225609444782e3e2661fabaee2462e39938f75964d65050f49df098b0ba811b,0efe582f7e1bf02ee775aefc2ce67cc1e844a0c13d57f325aa1c11f1939eae31,studenti.polito.it,-57.0,33.0,12153677.0,2915148.0,Students
48,6b62147ba30ac1819199149174cf5eacc25f0ae69bc5ed1a5ceae44b52cb4438,59abd775413a6e2023c75dfa8aa0b896d63dd660fab525580e1998c9f0fa49ee,studenti.polito.it,-49.0,45.0,4556711.0,669319.0,Students
49,ca9b40536527de644c9d6beb65acd8b0c964c5ca525ca46d5ebd0befd1a40637,c6320b397b33d49512313be9f5c8736639ea88c8dbbc3b6ef2b10d3f045037ea,studenti.polito.it,-67.0,26.0,9283.0,3855.0,Students
50,0be2fec45a9ceb84a1ee25e5f545fa53b439395000341bd8bf334568233effdb,9224fc12f5d82861c89c696bfdb57e29c67d09acc06c2297fe04fde5d6494756,studenti.polito.it,-53.0,38.0,295883666.0,9605047.0,Students
51,cdbd0c61a917813e5d98d79fd5a4ffc2839d25450f26e267bf7db02488b2262e,6b6c96ff550b39b9cdeee551eee1e211cb4281e6d2d980955972f83f66fbd576,studenti.polito.it,-50.0,43.0,7849286.0,9188416.0,Students
52,23253622255dd767821525807f2fdb14dfc62c1d9b56ed12763444ab2c44aba9,4a39c72407c0e882e624d2ee3544fac09ddc2f220d826dd391ce8313c413f0d9,studenti.polito.it,-77.0,14.0,27628.0,20219.0,Students
53,63f7917c12730d79cd5c81106a6981a509c6c5f2c515ecd3212cf6c35d9c724b,71df114bf705fde0939ea470c131fbc2856de94f939a5f535a9bf384ef625f1c,studenti.polito.it,-55.0,39.0,237405271.0,24092070.0,Students
54,1e9b80d109b9c5f5c222013417b199caa6be5a69bf58574314bd5837d0a6879d,bf6ea3afb1fd52d03027dc4052710fb7f4b8bf21fb4a28b231632f60b0688abf,studenti.polito.it,-56.0,40.0,70117951.0,12548768.0,Students
55,82ca2712a1bba9517f5be85f5ccee63c065e08304a2449bf07f010b03ef87a45,f0677ce6b50555664382ad2fcf593cfbaa6f0217ad853a29e18febdded06c15d,studenti.polito.it,-52.0,41.0,719965.0,586316.0,Students
56,94732677427a3e0bc73113b2ef5f01a809501c97e02840431db46904d2168895,19b9910bc32d6ffbb484f42bf69540437d7698e4a361ce700dd3bccd82424100,studenti.polito.it,-53.0,35.0,627943922.0,25831016.0,Students
57,65d941259c38e9ce256f230937f815d78144c9c24e1d6d69f3df6506fab3d698,fd2557a6608c0f00195031bcfeea42448535ef0521cc69a3f4f434fe215567dc,studenti.polito.it,-64.0,30.0,16126921.0,3313598.0,Students
58,03c675833f0401d407be2058e67c27301701f2cb34b0e7d894c772c3bd102758,6c00c0f02c90788d8a65a1dbc34de5dc71620b2b7b5afcf836301cd8faf3f72a,studenti.polito.it,-63.0,30.0,113567115.0,5463293.0,Students
59,d19c5078d2211e41301e03abaa81bae970b0f36c466fbc4c2ae8c89cb777d0c8,966b4cc4e60bbf88294821c41a8b58a5198d34d46bad86e12f240330ff9728cb,studenti.polito.it,-53.0,39.0,9860595.0,2045823.0,Students
60,c65e803a45fa1d986a8f70fedd72b77c0a39774ba8caa3df3135149650750f7f,0b9100d879ee1d7a16164befdd2d2d668ae461d837fe1357dba4ce8e755dbb0b,studenti.polito.it,-47.0,42.0,713126213.0,18747737.0,Students
61,e5950b214510536887e2d73e5c621e384ac808d67763dc9ce08d92f285d503a0,b1031e53de74322e8ca0661f40d8658123b9a832da919c89a5a9ca590d24c08b,studenti.polito.it,-52.0,40.0,500290082.0,280418674.0,Students
62,ecc3933627ce1da2cd5318a65929e47a5d9bead174e094dfa6726fc2ea22dd8c,e292fa974f2f5a12a8a1b7f63c6a8c2dae588bfe5f5d6ec4d55707e3cf6a0388,studenti.polito.it,-67.0,21.0,25038103.0,5796543.0,Students
63,49c781e27ad534af050aea1b5de6e54e3fcfd79642e6e94adae0c1d9dd2762e9,6edaaa95669cce48596932d0c161d562e01920ac492c696d6b5143854cdfa56a,studenti.polito.it,-57.0,35.0,8837948.0,10173617.0,Students
64,80bf3933ec4b0ebda2b2a933444ce3523eed667fc4f437b7371cfe29abe1b2a8,664a0caa6d9f695c1aa71d37497c04bcfb92073b02b269906f2a80cacc42c0bc,studenti.polito.it,-45.0,47.0,31900465.0,3082194.0,Students
65,6cd767b6659fea598a8c8a013fa474a29801610b02b1f177f140feea1521fdae,672ebebf3024e6513395bf7d5f5cc546ed272301c4b588e6d18ff711c4c8a578,studenti.polito.it,-53.0,38.0,9310009.0,3161728.0,Students
66,f9289450c5df5f93f777cf4ec7661b9e0ceaffafb72490707a34d724bec28240,cb9a7c8c353ab0a7cc543e12649598814fc12fd4497f9a96c4fdee935c5da3d1,polito.it,-60.0,32.0,228383.0,239658.0,Professor
67,de16ff7f48ccf8acf4c2dfdb7b15b94f5c11725e199917c7a00e524fcb249836,3db9be7f2ba02078575f7cfd6b3296733e7d181984bc4873ca667c5ccafcf3e9,edu.unito.it,-41.0,54.0,3462797.0,985603.0,External
68,cf6b5d90a4072696578cf318d5e0c93778db8dd6ff0c4ea529f4156f0c4e8ac5,c99385598bf2546cffa627a1c48b6f8184ba4698bee892eb08f4755ed286b774,polito.it,-65.0,31.0,1546350.0,442148.0,Professor
69,b9f9bdca6d97e742b558b9691aae918f916b680a951b6c82a9f93b955d16960d,343b9a1127120a2016759b2ce21445635ec98ed60d2f8feee772f6bb7a0daa58,studenti.polito.it,-62.0,30.0,595066.0,277803.0,Students
70,2df4f2c39a0d7995f7fe79b5828a510a6cc347b2118d88a3ac755ebb72d4e4ac,80e5b412a67a9ce1de9019df7ada89b24d7165c68602d182ca2e81e558477832,studenti.polito.it,-54.0,28.0,22404177.0,8887886.0,Students
71,dfa127e969b0300b7f5a26c9c56270c2050799063b5485fd64abb9b50f77e55a,f6f6f96767f44eef7ca978459e60d3e75af3ba24de6a02f40b817dc443ebdda6,studenti.polito.it,-71.0,20.0,137798214.0,4230446.0,Students
72,05047207613a892c692ab5115480b42fab95bb57da6a4119e307adc148db7603,c53e30ac69e0a658563958883d6a01f3ca1a91128abd26be353d5645f602e6a7,polito.it,-49.0,42.0,8744010.0,1198107.0,Professor
73,69d36c83c740517448d67b8a3a905f16e1df2dd4cd110e091eab14802330988a,b8904e8359904ac8f7f85afead14fae44a5d297a38c26130d988bd5b387dffdc,studenti.polito.it,-53.0,40.0,25815403.0,6193098.0,Students
74,bde3e0754959d4c4069dc709a4e45285aa1fb7210c619b626e2618443462e988,7868b42d46ff1bbc109193fa62ebeaa406723167d651cca26397f63131172268,studenti.polito.it,-47.0,39.0,10746938.0,4842425.0,Students
75,c6a89e1ebbf1f4f51b5312d5f8293286d78748a172a764e1bca842e6e5d33666,2f03ce327555c7a533c8ed13a5e509835285851ae21575e0cd25177c5b0d3de6,studenti.polito.it,-47.0,45.0,6902859.0,314611.0,Students
76,576bbbe805ebe54ca7d142bf4beda1490fd8e2966321214c07d409da2baf96f4,27439399430900d54513c16adbb19a2a1e43d42e628eb28bc44a51bc0e31a6d0,studenti.polito.it,-65.0,29.0,291662691.0,25459367.0,Students
77,d8ed0d8af736aaa374f4e7f3fbcecf1e50b91a5c6ab2f6d8a38cdee4893683a6,23b1568ca889df84d2fdf30be6a04f2c70f1aab2f7ca420636f6eedca61cd4ce,studenti.polito.it,-51.0,44.0,893369948.0,22714167.0,Students
78,dadcd27118183c96c649ae1a932b2cccf81f0d65a9eaa8f49001e2598d1078ab,c6ed9fb95ff977816426f4fd751b56cc308ea02fd77f31a79e981559e7bee12b,studenti.polito.it,-46.0,46.0,71880281.0,157656885.0,Students
79,11dac573b2b3a8dad3dc96dd8d5fa74873ed410425d20c2ed80976ab5c02a4b1,1c4dc9d8091ce2b09eb781b2389c4e8316312d6127d56ea73cda7a37f5cb9f4f,studenti.polito.it,-53.0,42.0,38235937.0,7575081.0,Students
80,8356ea3bfa126e5011ce124ba6cb68e2b9f57ba836054fbdfc20d299172601bd,bfb751a22e4b898e6d304c6bf1e7a99a87cae0eb3af95cf4ad8ed69d697e493e,studenti.polito.it,-68.0,27.0,115348431.0,6245609.0,Students
81,3c311e74956f574889b818f079589cfa0190d826690b3ec5cd0063900d3ed270,52b543b3dd1ecd48d036f05437817bfb0cd4d2dd608cd2a1e23f586f8b008ba7,studenti.polito.it,-64.0,31.0,260316058.0,16012189.0,Students
82,5acd926e7329031755e685ae5b8a3e9a1f168c779c630f3439407e6d716519bf,eb1e3ec2503cc496f4827b1bba2849b4ffad9b73515ddad57d3b834ad191bc1e,studenti.polito.it,-57.0,34.0,157353338.0,4656464.0,Students
83,6d09f771d346ddab5eb5df5c7ad5c813382b11d548b6a0689c78445cef645358,b6e0d7651ac63565a35fc092ff9d49dc8333137000fb1996fe8cebafe32cadb0,studenti.polito.it,-48.0,46.0,33750690.0,3124840.0,Students
84,4ce8799902bd31ee524ad4dbc6582c96be2126892f2a8445358993a2c7115d4b,d12afc3ccdf4c2c18173e45f562f0bf323810bc6a72ea517417418134e632edc,studenti.polito.it,-74.0,21.0,14960109.0,2253866.0,Students
85,c9565e7872ef329c8938a94d63ed2a90697c56ff77b213d13f806dadd1a8271a,544d2491e215c3102c86aeccd649dfe075acf7182bbff71d9027e35e28e727db,studenti.polito.it,-46.0,47.0,150743350.0,6560663.0,Students
86,1995b207cb5b3cffb7e47b95f5f40154192a32e46d9bd8954b53449285b51099,7b6477174a42b14cc59b3dd578fba39dceb623f76f9b4d7ee85b300d4d552949,studenti.polito.it,-70.0,21.0,7855999.0,945491.0,Students
87,1f2ff0764eb344f6294d54190b0c48b69397921eb0509deded0c79dc57a65e12,3a6f6568ffaa279f82fa6588fde71cff0d85b502956da0ac0412d3c80029673f,studenti.polito.it,-84.0,32.0,7390348.0,4661864.0,Students
88,00b2dcfc342dd38d88a99c34964fef2b851e7976b416393e1deb68ac6d056750,b8aab638c7caf957656555c887a1578f830f71578bd7877ed93df120e65fd45a,studenti.polito.it,-52.0,43.0,358033338.0,18950517.0,Students
89,f4423659821f0076e191081033581fbd770e7fdd8d5a76cfc36f63f5decc9840,f1faf83fa9f8516208fc370752c00f5b3ff327e515dbbfded18b72ba123f1d4b,studenti.polito.it,-55.0,38.0,186618336.0,7693776.0,Students
90,957fa72c58ab77207b00723f3e160b6b59e24f52afcb1c4ec4712ca0d2f9a19e,bd77477e28bc832c4daf5dad7d6b42b5590bf5858501dffe0ca4d32f53f03088,studenti.polito.it,-64.0,27.0,21373752.0,1324676.0,Students
91,175b46b0ba5ae24e58035dbd99413fff091567d5673cebcd8136928df8de5c0b,2b1c2d6abc2a6317ab9f38e5b253b09563e3e1c29ba34550ddede292e4c8fa95,studenti.polito.it,-59.0,37.0,333921033.0,7354024.0,Students
92,934c39620b119535b328fbf4f649673121764f830dbc8326e6a2c3712f4b33b5,8c585b1fef832481f521b96099f17516386e504c55ae80d606f70845c5bc4c11,studenti.polito.it,-54.0,37.0,758725119.0,49484806.0,Students
93,e1432f4c51c4f7b370f06ad8dddde52f095a7f62d714d2801362c3ff58b80e5b,c8beffb4192bb948c0e1e3986455a7e864f1c24341c7572a758f06ca1cc47f7d,studenti.polito.it,-47.0,39.0,22051753.0,2458358.0,Students
94,3c310e55520c0a86c39969ccf626f798af55b9a28eb78ee7ce247f333a86cb82,28ad92f4d4b256c2728098d596650d113118d7cc8596c235c70d914ef8153995,studenti.polito.it,-48.0,46.0,2932807.0,953274.0,Students
95,af62b2f8450648f1f9b6bce4cb8491ee6872b1ceee6bd9edba7822121990eb65,822a2da1f9c0a7600beb1879292c2c3b78b6ea664afbc0e329c60474028802fd,studenti.polito.it,-46.0,47.0,121496477.0,7628275.0,Students
96,603a505b2bbf611018a9a870407143032ac539704ff908df94c26274f2c11b06,d6b6674443982017de0f7940bfd6d2a326314b71bd84e0ffd8999d4af49e0dca,studenti.polito.it,-60.0,33.0,290297.0,841493.0,Students
97,aa56285c94783f6e6b233ae2a5b600dc13585fe3f4ccf814a614f8ba0ea413bf,d78f8f932390de465f523345f1c4be2ccadc9e32192ea825450d3da501b82794,studenti.polito.it,-45.0,49.0,208668041.0,6361383.0,Students
98,6884c28c65cf308a3de2158c94c923f46755949a769daf1894fe07baa4110760,d17c4163ffbfb83e8a8c7a38a72f7370cbfda560a007be73f9eeed85476981c7,polito.it,-76.0,19.0,2935289.0,679120.0,Professor
99,5145dc660e92cb1371a32e5a60fb1b08a3f7b5949786678f098adec5ee5dff41,c5e2875f968e038a228e898b9855de8f38645ac102fc2f3e59563d3c917cc198,studenti.polito.it,-48.0,47.0,10879123.0,6274736.0,Students
100,ba01a39d55c0611ff24726ec0dece3cc8542dea3f30b2a26af21397a40418787,864a65f2303d1d782baa456465c929dd9be61a6180894bc99d3a22d0efacc515,studenti.polito.it,-55.0,37.0,7734802.0,218686.0,Students
101,8bb859530875ee95eb48b40c72033f3b46b259338e17a3562be8f135d1bf552b,2e766f3329142476db4528b971d4546135b71ff99180872402eef327153d0db9,studenti.polito.it,-75.0,12.0,5354754.0,923435.0,Students
102,3f9c721ea7329bea4795e5132b3a6550f074ccf2f88b97a4041edbc163282fe7,f26e9bca9d92820cc6bb2991c29932032874444a89cf754f7fb9bfcfbd493fd1,studenti.polito.it,-64.0,30.0,738641477.0,43372808.0,Students
103,4b3850c2008e4b516215d8e21233e1e181971f90cb313390bfeadd08136caf7c,f43c424c9793306c5dea2d9726d7bbceabd4cd966af908fb677bcbb0a11b9f25,studenti.polito.it,-55.0,36.0,191178.0,125324.0,Students
104,67ad8cac49a6da0538b95691471ef872c6f9082bd676840ed9dff946c7971f1a,7f43dc73a094a73de49fb9f5b6612f940ceeff5328d8045e2be33c939038d3fc,studenti.polito.it,-60.0,33.0,1563855.0,527750.0,Students
105,4f8f10fd5f0e76580543f7c7aad8bf5d7993cc2518872d2cd003d29d6dc12b75,34d730ce18a3fa9ded3f1677c51d621f30c713f6ecfbd119cee2db2f754983c7,studenti.polito.it,-56.0,34.0,32854635.0,8149357.0,Students
106,539823396e386618cf02ece604a510e5c2747e03b25559f17e8d8d18130c3a3d,b75f2d3b72f84865b41865db617d9daac2784979fbba39b36ca3db36c9f6c736,studenti.polito.it,-63.0,32.0,52990778.0,3695580.0,Students
107,092aff11b6b9145096dbaa301b5f6182545384c7f1bce044108d616dde983bb8,49b42cdea5de42dd11448fef549c75a7ba7fcd9382a023d1d66c1a1e141010e4,studenti.polito.it,-58.0,15.0,5218915.0,244788.0,Students
108,646e0df83ea756c7e557866c5b1cecbb4d8f77733ac9c0b304e09629c57f6a25,329b5684d30a0edc590405785d97acb8d245cda1970b6c207ff13d436a729c46,studenti.polito.it,-45.0,38.0,304282246.0,40233421.0,Students
109,ceec63bfce9cebecc61e931e11a6eef55faf53906cee1ed3b3bef72d05bb7f43,fd9e2ff2a4cb7ac661ca5e6faded0559a83a5eed4f1e09289b1671a69d1a9abd,studenti.polito.it,-46.0,50.0,252972290.0,19775536.0,Students
110,c72b651e79beeac3be18bd1134929cab86778c5bd98837ea4ec6b4f11a7d2925,4ab1a31962feff7e82e764f1b685f06fc2e9baab469758a6a3bf15e56eef1faf,studenti.polito.it,-55.0,38.0,3167173.0,1197421.0,Students
111,de365db39205c5b0d048cbc92544cbffa2d8ff9626b2dbf9748b99123c271e23,4605bb1975a79d1f7bb6f2b095ff882db818196779b64ba148811a6198f4ad81,polito.it,-50.0,44.0,9144273.0,2386853.0,Professor
112,7bd071bcc9bbafdeed19870fb2bb827041edf105d0aa0c5eba3b0791a738d01f,7334c9c4eb5a6ec6fa9bc320ce43d1d0c336fe93fcafb120f6d3cc018bc76dcd,studenti.polito.it,-75.0,20.0,258802.0,148666.0,Students
113,dd7b2ba0be5df96d8ce0779bd62200d2131d88f481902c10dfeed9a9883c7fe9,cd7aa86c289eb916bfdc473c05d53a3f7a26111523a9ecf5d8c98339dde82fe2,polito.it,-76.0,19.0,40365.0,21341.0,Professor
114,c07831cdc69d7fbaf30719eac8fe9b817fcae7188ea268e0ad6f9844db7c8b55,760d999b8a807a9b0d20c90b2165b6cfcba959bc39ce28314153d042a8a687c7,studenti.polito.it,-40.0,49.0,14496598.0,7846697.0,Students
115,3ae9ddf603c22618040ef8cee1fb5d49f71cee9eeb992f9df2b78394d1f487e5,a93c87616ed2a5e4091568d9e91fde845e080f8bc687c296e658f75e207c928f,studenti.polito.it,-51.0,43.0,575549571.0,64996234.0,Students
