Timestamp,MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
1709660771.7893784,c76342edb4a046f0e8c46400a3ac6ba03173060ce9e622026747d6f8032eee1c,d57361d8caf9a1938e4565544a84a380ea037ad4088528efcf5d38406ab8eaf4,polito.it,-61.0,32.0,60011975.0,4937463,AP-VALE-COLONNE-02,Staff
1709660771.7893784,7496398bcbd613a4080b9e9972c3fea1b021cb9887ba6ac4d6dbe8d604d81346,4694a650e6ee0166dacb0572b3b48832d43bf00093dbf5d5b979ff566108b581,studenti.polito.it,-48.0,43.0,588464.0,423219,AP-DITAG-12,Student
1709660771.7893784,5f1034c4ee4dbc5bf9d87b64abdbd57cba96373ce1ac2195eaf5344314b39196,e0456d9f80549249455c8dd00dd328191347c7391c272a5ab4f5e6c301d7b459,studenti.polito.it,-46.0,51.0,362538.0,220649,AP-AULA3P-03,Student
1709660771.7893784,2fc1646c588fd5be1e14d12437683d427b35c6c559b8907cfbff1ed31d1f20e5,13bc9de406d8ebbc4885d5e54b6a62a6b740b8e9a7064cac24ae27254a9e00e4,studenti.polito.it,-49.0,43.0,24532926.0,2438027,AP-AULA12D-02,Student
1709660771.7893784,8b233c4a83540c2d2a64df4653b36239dff6ff0f74dfc5c164caf8efe0cffe97,3dc8077b8c0aa9519ae46e9c8e85ee41641111f292c69b4cf6bd07c13bb6d951,studenti.polito.it,-55.0,38.0,106074961.0,12651041,AP-AULA3I-02,Student
1709660771.7893784,6fc3a95fae57aa3c346338b99614661bfc48d2de4972633deea9ebb19838037f,6599266202bc4f2be62d8631bf2330b2da12f42b6011fc4bc202ccd3f04429b6,studenti.polito.it,-55.0,39.0,49779392.0,254465586,AP-AULA5I-03,Student
1709660771.7893784,4915a28329c6c75afb41ef758acbba2d9a53b4802d53fca4a5ee91a0dfbe8552,333e3d056506c58a6c10ad013ad9557a9c296bb24bc77d205573fb67643e16b2,studenti.polito.it,-64.0,28.0,20324044.0,4828133,AP-AULA5I-02,Student
1709660771.7893784,926fcf54a1061625f6af11f8f89b4f6d337f1eb2546707ca631f1daea84ae442,7e9935c68fd253ae1be630a994e11e277f40975bc7239ddc35be3c974b542350,studenti.polito.it,-57.0,34.0,4770735.0,20586397,AP-INGCINEMA-03,Student
1709660771.7893784,29f552c577802bd4535bb8391814383aa63da2ad1237287b2313635dfec0f939,4e38b1b6c8f4a196c5f3bd91a01f091d394f657d025ea70db31b26fef181d70a,polito.it,-52.0,41.0,87376193.0,3684279,AP-VALE-AULA7V-02,Staff
1709660771.7893784,762f3b17b5baff17f445b443071f21e88119955c379f4da32e06df8a5ade386b,f8b37e04aede4a85420ea7fe35582fe5f6fcea18109b0ca2bb43a4ac49907f8a,studenti.polito.it,-92.0,5.0,12467452.0,14719907,AP-RETTORATO-RETTORE,Student
1709660771.7893784,0df62b94efb8aebbf25630134138b80ec8d2a6b589f4344488bebbb757d036a5,e56bd74a398bf22f9e207ac594c0e60e11e3df788b8d624a28871573237dedb5,studenti.polito.it,-69.0,22.0,33819984.0,5753198,AP-AULA11T-02,Student
1709660771.7893784,43eae7c0990989ff9ee0581589771396e54eef4249ddfca8973a84db960bd866,1270682a87d987d23b894d282a76ffc12621310963c5476c507448ece2e1aa2c,studenti.polito.it,-61.0,31.0,100952199.0,4820349,AP-AULA9T-01,Student
1709660771.7893784,c2396004be722664cae1ca7e3287d51b3c7215b5e07c6df943f0ca5a4341616f,9fb66593bfe229fe4bccaee8a0776a40fbc1a8728d6d6e24a44be57845b430cb,polito.it,-66.0,26.0,23923999.0,5754666,AP-DIMEC12,Staff
1709660771.7893784,c9d18301a1126e48c1054bf32cf3df6771ef142200d9b8858af6534f017b27e3,cf34723671f6c0c850c456fd256c1c85150764449efe7e3e6fd88eaa1367c6dd,studenti.polito.it,-61.0,36.0,186833821.0,32134037,AP-AULA3P-04,Student
1709660771.7893784,9fc7357ceff66eeaf379b01c9b9717a8619775c0608eb98d41ab59d40e4afc5e,dca24e8bb75898572110c7a51185cc1085e3712e1079e1fc489727090486de20,studenti.polito.it,-54.0,38.0,1171310.0,17052483,AP-AULA19A-02,Student
1709660771.7893784,e995c5417f9005bad72f02aa1a7067a61aeac21234ed2e5bc71820e83ca76aed,cdcdc12c1c141c000ae373f230306d0ab6ce1c65441f2a8b82bace87536f4762,studenti.polito.it,-55.0,36.0,6629925.0,94135101,AP-AULA11T-01,Student
1709660771.7893784,ed300e6c63558ec1614ccb262d55539599f73bfa4a280d5d08dffd882f48e16c,28b559afec4fde60086d0510be78e7094ff0b37e070528e5d96a364325e10582,studenti.polito.it,-54.0,38.0,2138738.0,1715957,AP-AULA9I-01,Student
1709660771.7893784,c00605a039cc80714a26d8feeee6d369025a2492deabf684960a5d974c55aa88,f184b4f0f6b47c8955be71faba9f48d14213bafa895373587908ac70b7271e81,studenti.polito.it,-58.0,33.0,4526696.0,596465,AP-AULA10D-01,Student
1709660771.7893784,70e2370143cfc75022b96113dc82c8648a0b26f52182caffa3eac1b96f3a6d25,83a5fc0745f8c6241f8eaf71f53f460ed7625d0f6a648d05c13c9ca5646d2a76,studenti.polito.it,-53.0,32.0,833531.0,377141,AP-AULA13S-02,Student
1709660771.7893784,370e7edd23c43090c968cd60e7c9d484203a4b1ab1e529e7fdf64d3ac82f8554,3a8a7dcd53bc5f157351255549aff03b02c39fa443298826a1fc62379727315e,studenti.polito.it,-60.0,33.0,81470264.0,46836176,AP-AULA10C-01,Student
1709660771.7893784,9d8e5b6f3e01ed1c278ebf9956a2406e9b671c655e00555a0d6a052ed4521058,9d42c0992539d46801570a4230c062b8f1f10a41c20d468bbbac537de375eafc,studenti.polito.it,-48.0,45.0,18873978.0,18255704,AP-AULA4D-02,Student
1709660771.7893784,5dfe0c52981322813e60cd24ee06b784048c90596553b1a35302996589ad6d76,d6177db78a44a6b1111ab7beaa728e9948ce3e79b0712eeb29054b8791748ee9,studenti.polito.it,-53.0,38.0,27562086.0,6140631,AP-AULA12-01,Student
1709660771.7893784,39ed401868c60f442db4344ed450d864d3687dc32d3ce757c13d34ab4732406a,765dd9045a87c3b2bac3cd31b3d3be2b555ead8b5bedc14efb355ee48666c094,tuni.fi,-85.0,3.0,340226.0,181948,AP-RETTORATO-RETTORE,External
1709660771.7893784,52b1464256cd7f447c76878e2cdf54cf5892e31932865b53e3a5fc4da003cff0,8af944749f391c203829d5c1ac5d4fbd785d207d573547972d93c892368203d0,studenti.polito.it,-40.0,54.0,23740863.0,19093664,AP-AULA10D-02,Student
1709660771.7893784,ca475d7fb1dd74ea8dc7343f807645c15c3d69fd2acd9f90000c93b69a8e634d,53e21579bff4f23980a9a7f8756656c69e59b8a2fd653d3b62c205e85a1951fd,studenti.polito.it,-51.0,44.0,765763063.0,29694704,AP-BCI-ST-01,Student
1709660771.7893784,818442359b37af8e72362c797662bea8eabc45099c45a36812946f19494ef21b,4a5756a59e77f3fc29e014e0edf5b3ed584c1fc6e2488aeefc84b1efaaf8b699,studenti.polito.it,-54.0,40.0,142251.0,81610,AP-LING-AULA302-1,Student
1709660771.7893784,d6695ffec0be616877cb364d93c596bb473cf8360ce3feaf5b476432f9f2883c,b6985a508e10a993b0dcdffadea50d4519d98799df49cd197438482e41ba2f41,studenti.polito.it,-53.0,45.0,7274036.0,3065063,AP-VALE-DIST-10,Student
1709660771.7893784,439acd088d8da890e3623922a569b8db642dcd32ab1308a3493f88a2ab86f0a1,6599266202bc4f2be62d8631bf2330b2da12f42b6011fc4bc202ccd3f04429b6,studenti.polito.it,-61.0,30.0,50525022.0,12963637,AP-AULA5I-03,Student
1709660771.7893784,d6b380a8711d24d4ff4e4370012bc1ddb370f1692fe860cf6f545d843e14ff7c,d1d6c25ba11ccbc524135a139bb9e0d551edb186677407681b82800094cfa851,polito.it,-81.0,8.0,118685987.0,181485050,AP-CIT-DET4-01,Staff
1709660771.7893784,a66892c9c2582cadea525c7a5562bfa7b0a5ec6529f43fda660e1473670baaba,2fcc7c2d536e8a7f3ebb0ffe1ea69c9e7d9b21dad478309edfdd35886ed5485c,studenti.polito.it,-40.0,52.0,94584902.0,224136041,AP-DITAG-12,Student
1709660771.7893784,36742d2b73ae463db697e5f6fc358431236ce140f44383fc5675ecdcd4296a23,01ad35dfe30eb7f16bfea2b61e0bdf00c7178a2c7fecac9091fa6747425bf078,studenti.polito.it,-66.0,33.0,168968.0,70898,AP-DIMEC01,Student
1709660771.7893784,3b7b24d34cedd5252578ea9ac9e3e007a373ca9a0b0979701d9af61bda1b3994,32427b971d43bfc445ab7b8151d687c95251e695855698d5c13922875e8aade8,studenti.polito.it,-45.0,45.0,224248265.0,614834809,AP-INGCINEMA-01,Student
1709660771.7893784,ccfc662911c02e95d83d270b51de6495b7ede4fdaf50504bcd18380c2601042a,6d7192b0f3cc2f9e848ed71a372a9850e34d9c226a8d86744e6811be2d6c89cb,studenti.polito.it,-42.0,49.0,416652737.0,37924118,AP-COV-C3B-XP03-15,Student
1709660771.7893784,b54ac6be8047caa6fd12885d4fe03d68ddd2a1a94ff49f083170f40a183268a7,9a8a67d952237690472673011ebe46572166a75611dc619308c7b2fad902366c,studenti.polito.it,-62.0,25.0,110411477.0,16284767,AP-AULA8C-01,Student
1709660771.7893784,a5964af2995f9c0b7b4b354afe6e7501cf638181ccf8c34c48fe1a5ccc7ce212,6d8371f88ec3f232e415a0198c9ec62441c44c36b06c6a5dcae3b1ad3a391580,studenti.polito.it,-45.0,48.0,47210767.0,2615812,AP-AULA3P-03,Student
1709660771.7893784,908ffe44e1aa94c1be9877868fac7849bb95e4d6a9fa2df7c46bdf597e5eddad,3619a6b204ca153b77d84d0a4d432b19404427a5620e4fb2523b51138786ff56,polito.it,-66.0,20.0,63628863.0,9184405,AP-VALE-MN1-03,Staff
1709660771.7893784,35fb1c3a5eb96d8436dc678a98b7b97ed70693d6938145eedfba98e823b9506a,143e50631a471da7df48277afec63cbfae9be0220c79a17ca8dad553270f8fc7,studenti.polito.it,-86.0,14.0,468572.0,289488,AP-CORTILE-01,Student
1709660771.7893784,a1ea3b135af5ee816811fe4aac1e1152be1af9dc97a0b328f63947d166dc174e,ebbe3c83a5e1d23e72ce25ab11695c0af5a7aa48898d9df9bd0c386dc20c1376,polito.it,-43.0,49.0,13196572.0,984200,AP-DIMAT07,Staff
1709660771.7893784,afdc052d40950ee76c95970fbe7a11e4128841566bb7e1c49d690a7266b76635,f60c566a09abed029124195d6c334a532ff6934b459cf10f65704a53fa8e8930,studenti.polito.it,-62.0,29.0,152835.0,84437,AP-COV-C3A-XP03-11,Student
1709660771.7893784,7f2ba7674c4a49286650002f284f439fd23af202d465b9dd860a61cb2472ab83,d288fe93f713a9ee7549bdaa96f425e82f5a12f8dc518598daea7d3b505bd9ca,studenti.polito.it,-53.0,43.0,50742479.0,3717570,AP-AULA4P-03,Student
1709660771.7893784,f66feecb9746fa414701d0d7adb6c751f5d995b44fb94c62a2d98a9998a766b5,92cfd69d9dfb2f72f7ef3ecca635744ca9add786d09f6cacb3b722c4925e2522,studenti.polito.it,-62.0,29.0,282952863.0,20796790,AP-AULA5I-03,Student
1709660771.7893784,8f8d351437043cb4b45a3120e37ea99ff6ccb47b4c3e947b0fa03e5c47b85987,c9afa3d9506463b04c668e29ea64dc0c3a1a87430b2d963c01543a9d751e94a1,polito.it,-55.0,34.0,704657822.0,228067482,AP-CIT-DET4-04,Staff
1709660771.7893784,29ae7324d402541dfdd2332aebc3c69f22e95812b649bd3e5a0fb2c3b1842305,7e650a75bbb64ad56c210fcbf7a24cb62421e783f3a031fb8346187f084e4e84,studenti.polito.it,-66.0,25.0,10715980.0,1227787,AP-AULA5I-03,Student
1709660771.7893784,a7bb938cbe22dbdab62f35046ea3ece68089b29fc65accc3043fff64fa920808,4f58bf4f03e52e124ed691be0a873574a576989ddd69f248175ed972b482f9c0,studenti.polito.it,-60.0,26.0,39565667.0,3097951,AP-AULA8C-01,Student
1709660771.7893784,64f5cb980d8a32d878a7623fc5872185539fbefaba17df36431aa2fa920172cc,fb25cffb1eea73cba0ca943fc068a8bb44e265aaa3db74e23b872f71a9f2ad21,studenti.polito.it,-74.0,20.0,33955945.0,145689883,AP-LAIB5,Student
1709660771.7893784,740565667e2fa33eb8c7609a20bb9848110477192a02d59fbe42f4e445a179c2,362604f6a90ff9f6c41bcf2bd0637c5d8517cbcd61203a3a995af8ce008d249a,studenti.polito.it,-64.0,29.0,47113381.0,3503164,AP-AULA9I-02,Student
1709660771.7893784,07922e06aa0982507ed08dd3fc9f360a5c3461073268efbb279b1ce5e4da68f6,2b8e9a11906db1e5231c2cec3de3ad7dd31d60533ac07361a0a574cc25480bb6,studenti.polito.it,-62.0,30.0,487766.0,252976,AP-AULA13S-01,Student
1709660771.7893784,c33a230532b6fac6d1f15db0b9ab86d3560f3f8e0f89ede10225856b1bc80a78,a5848fa174ab5a77c1540d212b2956e40386b3b82991a330cf6966ec27250f19,studenti.polito.it,-55.0,39.0,77409816.0,8485616,AP-INGCINEMA-02,Student
1709660771.7893784,9642260106361b61ac2862cf2277e2ad16ace3f2b817fe2e0312acc8d46cb543,300b324a3872ab88def914ffffaaf866b296837fc50388bfe81af7e7227bee5b,studenti.polito.it,-68.0,25.0,218666110.0,38879314,AP-AULA2I-01,Student
1709660771.7893784,d206b4047e9762c3737b06e91eb17cd0514ec3bcbcca4bac97e9e6d1284d1910,39eeef15fa8eab3939467686d9dd9bec17022e5ebc3bee6a2df39475f15136a5,studenti.polito.it,-61.0,36.0,138221347.0,15297113,AP-BCI-05,Student
1709660771.7893784,be11fb61db8d8969e654e6d2d7a3e5672d91ec9fd1a5aa4337d09748d1c41771,75c418da048fca4164bb8f5851963d5a153f242a386e203dc4a7d5a1780a49fd,polito.it,-66.0,20.0,52676641.0,3577695,AP-DAUIN01,Staff
1709660771.7893784,b16717ad96eb9d73f1272d45e266edb782b836f0a89eb56afe50c0d184102fe9,3e30d62fdf04cfb8b6ee32644b31c3aaa4362cb2d8e0eadf57d8e02f3ff2eae7,polito.it,-53.0,34.0,298323641.0,31319903,AP-VALE-BCA-01,Staff
1709660771.7893784,828a3af69ab70460e74c88f817a0e4f358674dd7fa343ea1b1e8ff82217ed30e,ab25752f2bafdd135570b7d77212e3540af36b9b8511965797517862e48baf1e,polito.it,-36.0,59.0,478597188.0,74590743,AP-DIMEC18,Staff
1709660771.7893784,6399d5969ec234fc8bf1185cf8a828d3e911cc4e6548d486cbe2d96035dda496,695e03796d7841d8265750e6144e5d0b8359fcfa402bb8449bf54551ec7c1d45,studenti.polito.it,-55.0,37.0,1675115.0,296884,AP-AULA6N-01,Student
1709660771.7893784,364e607ec3f5231b78e407a92d1c74ab5e4171815224a97381d968f4e18df6c7,cc28c17abab8ac1a3e4dea57768a25f75903471939a0f278b57f903706b3baf7,studenti.polito.it,-59.0,31.0,2552751.0,967473,AP-AULA11T-01,Student
1709660771.7893784,646335efa6e78ff828f6ba643d1b1013868c4c9bb604c0e8d37659c8480852b3,195be1c159ac7f9db6e3c3e4c4ef2aec7c588a87c26197cc3a5c318cde1aa599,polito.it,-67.0,29.0,446714.0,204947,AP-DITAG04,Staff
1709660771.7893784,faa9091cfa08867dab803b1e3c041ab6875b15d016b9a81d82e3b3c87ae59636,75d5d3d0209186d74b484b918fa6c7fd0ee54a258d1e53c1cb3112dfbc99978b,studenti.polito.it,-58.0,36.0,371229487.0,29133633,AP-AULA4P-03,Student
1709660771.7893784,8eb69b84dc6d49257375ac1e4f3c9d01906fcde4e7685bd83c137608840cb41a,b16f7b5bed31fe76d93b2de94c01bdff0c47336732fa1c93abf84a29270a5dbd,polito.it,-82.0,10.0,11881174.0,18169743,AP-VALE-COLONNE-01,Staff
1709660771.7893784,51176520ed6986f1155dec860a7f4552dd95a59fa7bc2c2683b0ffd7df274257,a2e8ab739831787b61050e01c36201307012e57d501f823b0ddceb21b540fab7,studenti.polito.it,-61.0,32.0,3512807.0,1494408,AP-AULA7T-01,Student
1709660771.7893784,fa79547566ce443aed55b09e976096499eb371e6d80c4c07cd75529b0161bebf,b2f4e795f66055e6a51deadbdbda03e2ccf2fff224b9e76eb36d1f231f9d86b3,polito.it,-84.0,6.0,12250649.0,1166943,AP-DENER09,Staff
1709660771.7893784,af78a89392354a99fb6a7e4669e832d53e1e471c5e8b9d15e25e56992fefbfaa,d025022fa10c4aa6004841b6514c2be50db8e79a7af6f29f2fd3a48529f20a58,unito.it,-68.0,26.0,302376436.0,27576621,AP-COV-C3B-XP03-05,External
1709660771.7893784,358fed149b5f848c7e71d119662ce9491114fcf26bb2b7823c5da60f6df93eef,9d825c2709fefd1280c7007e2453ddb9d428a145065590e16b6de13351a5c5de,studenti.polito.it,-66.0,28.0,34700032.0,2053588,AP-AULA7T-01,Student
1709660771.7893784,b498fcb663b5bb2af731129550f41ad9d5ed471e97f6ba7045165116b3f6cc8e,6347a099ee2c145fb11ce77d4062675bca4076e5866646db42b2b19754575129,studenti.polito.it,-79.0,11.0,541547663.0,41580807,AP-CIT-DAUIN2-01,Student
1709660771.7893784,699cdefc63e1c41d20f3e8e6a2cf0f82c3d808e321992268f0de1a1214742bef,d858c2ffd60d223d0450d218223419bcd40be25d009411e8a3e7c41e6a0e9a4e,polito.it,-81.0,14.0,2624006.0,2676309,AP-DELET02,Staff
1709660771.7893784,198c53525bb1d7032c93889410fd4c5430c92df712f368bbbef95ddec75ade5c,8a16d0e9fbdac307f4fb0add1ff3500fe07d026b82163c3f6c09b0570103dc37,studenti.polito.it,-57.0,39.0,0.0,0,AP-AULA7B-01,Student
1709660771.7893784,59d99880e27260ecdaf1302b837f95b9b74a9cc12904e865c527a700d89fd6dd,ba545d006c115d0c35fc61227d10dba71195c284c114869dfd570546f84f9c5f,studenti.polito.it,-47.0,46.0,6756391.0,12939900,AP-PERUCCA-02,Student
1709660771.7893784,4afb24fb1791b6fab478074e7c1fc553b6a12716974bfb720ccf8e18fe8c4d3d,ab7d218231d85f9ef47bfd56bf82f76f2b43fb6692db2973602310b76c628699,studenti.polito.it,-59.0,34.0,31298637.0,310484451,AP-AULA5I-03,Student
1709660771.7893784,cea854893879f129f17d1d0fb11dfa930d5ad67ce9984d9ed3e7adf2417b9b1e,67a6a1049a4872d7df01a52a33a820681e50fbd53e839e74a822a63ede9d961c,edu.unito.it,-48.0,48.0,36052814.0,156778984,AP-AULASTUDIOR2-02,External
1709660771.7893784,8639ca8246e05413f33f46263d3936c6a3e879b842297e84f01688a59c081434,491753711daa6975ec036306f5e180bfb8ee1f100d66c574655bbc33ff60143c,studenti.polito.it,-52.0,43.0,86320837.0,13271510,AP-AULAR2-02,Student
1709660771.7893784,89577b5a5b98f829cdc07371c8715f36dd2e6b82c80bab9d96de0617a35494c3,97dd2ba43e51db0f9af542c113220f93b28ccc6b01cabfb2474db166badd590a,studenti.polito.it,-83.0,4.0,43833216.0,5478512,AP-LAIB1B,Student
1709660771.7893784,0c3ca420fde5ececc2fca281c414d3aa96803bca62a6180cdd7c2063d6b5fd30,71fb5ad9b77874a29858470e7b7504381adc30488c030340762eec54e7a4f0a5,studenti.polito.it,-53.0,40.0,27390059.0,8857067,AP-AULA11I-01,Student
1709660771.7893784,5567af5921608ed2aada97a8d1260fb592fe4d44a18913a9f4d7b084c34065b8,ff61d18e1c78828a839a8ff783226ec7a6af8605b74c77deb6e5fd8752f61f72,studenti.polito.it,-61.0,35.0,738714838.0,27183921,AP-MIND4LAB-SN-XS01-03,Student
1709660771.7893784,ad7cb76976d93d4731f61714d5553849154b7e3a10125a2639f9e798ebfc555a,,,,17.0,6744.0,779,AP-AULA4P-02,Unknown
1709660771.7893784,ec3b6581b103ccfa571c31ecd3d6102efce7d7bf455bf4fc6fe3ea44aa3cd73d,e045ed2a3ab96f145035a422130e6aff85991c39092c8d26571fcf83fb5120d2,studenti.polito.it,-61.0,25.0,269403420.0,11153935,AP-AULA8C-01,Student
1709660771.7893784,27c5e2f09b7a744844621e4cb175541a053c7037c55dbd221154fd8449d1b0c2,75e94b36856e438326e63f72650e405814f59e37dd91aacf0b84735f95e180ca,studenti.polito.it,-67.0,23.0,1287825494.0,101443816,AP-INGCINEMA-03,Student
