Timestamp,MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
1709660220.1276624,160a7596d9a40a2b894d78f2ab93259d89b5202519a19ad82e985a5746f2c08f,605111387023636568a9f07287b2f3d076878777dec645258c21565098a65fdb,studenti.polito.it,-44.0,51.0,13153904.0,4121894,AP-AULA3P-04,Student
1709660220.1276624,d10ae270fb0c03481825d7ad383fcaf9cacbfc082c48a1f79c28413fd68c2f63,,,,35.0,0.0,0,AP-DIATI0-01,Unknown
1709660220.1276624,f62e788829d52c45044ee921eea8f76b454604e8904460c7368c09179fe1cb61,8ca26f2875260a2166d3554f6b492352552faa517bce6876c90d6fa0650e90b4,studenti.polito.it,-43.0,54.0,296489033.0,13475419,AP-AULASTUDIOR1-01,Student
1709660220.1276624,fe9cf94218470ef6d114e615f101ac3642c21bf9a2603b3379148ad38cd9bd0c,4407f4fbb5516e9a5bbb5a74bc386a682b50061cff1a61dda42e8ec57c9f8d97,polito.it,-68.0,24.0,389444287.0,103372329,AP-COV-C3A-XP03-02,Staff
1709660220.1276624,ce3d57303f9a2e5522b8d1223c82420b66010c1f2d994b3d417e89831e8b22e7,d917d0cb92b5932b4172c6bb25250bb41649bc127df3d8dc6865e63bbbf715e3,epfl.ch,-59.0,34.0,850541.0,587016,AP-VALE-BCA-03,External
1709660220.1276624,ce4288ec8dc6741a9f694f39dcb4adbd91e39f4a1f9837e0ccc8e2e81e1d942b,3a58251e5ad49089deb56aee07dfe726943ffa340768e1e836cc76b04248780e,polito.it,-48.0,39.0,118770799.0,470533188,AP-DENER04,Staff
1709660220.1276624,97c0b23a79bdcc21712d64c988a6da7b3ab7578e11e87d9d51207f54a4e9b90c,6962c6626c82cc97446a34320d781364da620f3e62ea8d2fe68ea16ed77fbe9c,polito.it,-76.0,17.0,1507304821.0,213331938,AP-DIMEAS03,Staff
1709660220.1276624,af1386f6a3494a033380e82464163fec44e7f1e0b422afd48dc96b23ee1b0ccb,38b56d739b61e2213e9ffe7be5851379b80d9d8066549c63f76ff3afd537fa6d,studenti.polito.it,-63.0,35.0,21504409.0,1585449,AP-DISTR02,Student
1709660220.1276624,690496a7fa67d2417ce55c78dfffd0c886bfddf2fc7aba2e0dbadeab6f59bd1d,d30818d3ba35055222fd677aa78b947e458a7bbbe5c7218ee7a648c62125e0a1,studenti.polito.it,-68.0,29.0,122209437.0,264414937,AP-ASSTUD01,Student
1709660220.1276624,02ff347a79da589a0489c4b938c7b8014094c9d6098aa5cc4b6a3fbdd44ae36d,1f7258b8e6c22ac1fa88dbd8e04e6bb47e8443fddad571476c0fca689df13007,studenti.polito.it,-48.0,40.0,451049664.0,35027725,AP-BCI-TZ-01,Student
1709660220.1276624,47500f85e0509250be4c9e4f2e9436ee7db1da60a1331510eb207e8f74e63185,4abd102d8721de25285b3de4e4133ba1a035343eb75a2dd4467a34080ca4a090,polito.it,-54.0,35.0,881742756.0,1876062121,AP-DISMIC25,Staff
1709660220.1276624,48085dff0781d959a45f21f61470e1321d7d30d0ab8d39a176dc172c0e8455b6,adced1a4e74d75ce91b22566779900d0d3e054632a8ffee05238139e75b9048b,studenti.polito.it,-45.0,50.0,2789523.0,929368,AP-AULA17A-01,Student
1709660220.1276624,b782d1b7d1cf2a14dec074625bfe2c537d3d41df3a33ffff971af2e1c0750415,4191140654d9d30d533dd602fc4b03681dd5fdbea2a7de898e27b309baf26d76,studenti.polito.it,-41.0,51.0,925840729.0,24410105,AP-AULAR4B-01,Student
1709660220.1276624,62dae0ee480b73bd1c26f82eebd9a311286c7373c1fc40d6563631b16a572a19,806e6e208dc54d46da2984d570a4ba2ae0f1ceeda74ee0beae6ae8f5cf847746,polito.it,-47.0,48.0,176951042.0,19078429,AP-DIMEC18,Staff
1709660220.1276624,9e187a01f2f81144bb8eac3c4a44b4711b374f51d070d3008aef0f72e06ccc36,b12c701c8d33da3fae3bd3ecb22b0a248e050e91abaa5eafad1256177a7c12e0,studenti.polito.it,-44.0,48.0,53262967.0,7063950,AP-EXREALEMUTUA-R2A-P0,Student
1709660220.1276624,9411fa93ca767e548d8afba8f1988c38f8d988226dd95d8b2e8940797aa6a9e6,8b8993fb01fcb6dbb91e20a806bf70e09989604d01fb870c33ae1764672ab87f,studenti.polito.it,-65.0,26.0,72342356.0,17937953,AP-DIATI0-01,Student
