MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
09ee654456cca3d23c4e6d316f166ea0ddc59b72629ce86afd12c707a3b24546,347b9b403d880fc7eb7ea018d2604b9531e689236f4e4cf37be518a3731d53ac,polito.it,-61.0,32.0,7395817.0,2424469,AP-CIT-DET4-01,Staff
69d44711b7ef52071da85eea88a5d5d499c15665f1f5b9c2a7d5d94153c63ac2,678d45737303004ec69d2eb88588adcc948c918185ed6af1482723a143069599,studenti.polito.it,-56.0,37.0,184994393.0,4461380,AP-AULA3M-01,Student
f6ad8ae03e593659692f265192629fa121b1c89138429490e1aa72fafe652a91,8d85b3d7a327e6eb0dcac3082f86032a1b2c317fca34d596305e872aed124299,studenti.polito.it,-85.0,7.0,120064818.0,11019171,AP-AULA1B,Student
1f1afbbd5a5bc07e36cfee597b508ef7b4729bc8f991abd7384c05e1f9f3b31d,4bd9d188f237924015ff8c3783e264f6445c4cccb60e7a49f53f1e1077ea540c,studenti.polito.it,-75.0,17.0,1349056.0,667294,AP-AULA1I-01,Student
c4eca9e967a0a3e732df120849dae1593ba8aa6aaf2ff0cc20675273f17b3486,ffc0a8a543ac3d286155eedb5f5c7b6ae9d48bc88f76e27d20e3b88803e996d2,polito.it,-69.0,23.0,14473604.0,104528967,AP-LADISPE-02,Staff
1e88f84fc81c3964195c969575da1652a256e89b24f0bf3eac42aae0549d128a,b76e8db51cb3cd5adc46b822778de685e1920d05579150f7e07aa052ee49eb97,studenti.polito.it,-69.0,25.0,3719349.0,1754761,AP-DIMEC18,Student
d80635c2abde1f9ebac376721320c299c1c4a891a78200616531cc7eab960d3c,,,,14.0,6911.0,1315,AP-ALESSANDRIA06,Unknown
8b2617bf32a8830e155f428e85df314d312ea2572464d624bd698349887cc37d,442e046d56595d5bb4efeae946cd7496ae568397ab2058af903e2a36427c75ed,studenti.polito.it,-51.0,30.0,51391393.0,7774208,AP-AULA2D-01,Student
8eb72024610e5beebbe62b0833e8faf3e615333033a2d0e183eea91c3e81eb3e,abfaebaa53a0c5ec6c00950872a558f93b635ee5df9dc0fe4a9307ae5f42c3be,studenti.polito.it,-70.0,23.0,1224327928.0,31201426,AP-ASSTUD01,Student
fd30eff5bff2f3da3b9ef30cb65c3bc4c70f9298f4b3ee905260c5b94b2dc899,d4ca1144792f67d182416b228199d85e16f0d396d3f0477d4cfc3c30ab870bca,studenti.polito.it,-57.0,35.0,182324251.0,20969698,AP-ASSTUD01,Student
ee96f66985254a4912b74e005d5530437f86cce928aaf6b04338e02c9806d039,6664ee1799472ad7717764bf89a56ea574fac406595c1136e1df50af3bb4fb7e,studenti.polito.it,-61.0,33.0,12499158.0,6783410,AP-GESD2-05,Student
742aa349e2c001a74944fa3f2cf7a7d402ad57fe4f3a72305a66604e88cb88e3,40e059a565eb329a815276594a8f1a85204d17320bafda9b07cc42e136ede2c4,polito.it,-70.0,22.0,216541590.0,13337666,AP-CIT-DET2-03,Staff
4d812e0f00b6f8a0b17b2e342a241a7f729e702119a4ffbc8f2b157a17dee428,0fcc6f870ad877ac6a5f1ef56200415b385e8284dfa48c6cd8002eb11170a3bf,studenti.polito.it,-57.0,35.0,2134532.0,1100182,AP-AULA5S-03,Student
4b963dbc550b5bb64a53f61d21d2608fcfad866bac97e7d9e7d974a497c8b6a2,5a0224e10cffa9b0925f2e519f5173e26aaf440a97924c984539e40af6c9f6b2,studenti.polito.it,-49.0,45.0,34527183.0,8402622,AP-BCI-ST-10,Student
ea3117870fcfbc1e0dbac51b318278727b294c7bc0ecbf80c267db4a76ad1ca9,707dfd58480bfc6e03efb3e28ebd7660a49895a4d517bb87239da38efde7578c,studenti.polito.it,-46.0,48.0,8794661.0,1261785,AP-AULA15-02,Student
63782e2de41200323f4e8f68127913b47d671605e600892ba3108d3db3c1b780,df4154240c603c93539a918e9b64d5967a15f6ad2bc530310932d3ddbf5f3c14,studenti.polito.it,-50.0,44.0,40437517.0,7776240,AP-AULA11-03,Student
4dc97754d6294c75cdb1005f63fbf544bb62f1530b1b4c1a7b45c5a4ffae0956,b01bc8b8029ac680c8dcace1ce3031da6c3ba4ab99e23eb9205765d1fcaa5233,studenti.polito.it,-52.0,36.0,405714284.0,185335962,AP-AULASTUDIO3-3,Student
3eebc9e6c7ee41f1491c195646ef0d3c1142f20bbf11e0ac62114d384cf560e6,2855d7edaf8f421d6e044ae8e3f37170421547bd76ef70a9fa9cc6808ec7febf,studenti.polito.it,-53.0,40.0,92540521.0,12499071,AP-COV-C3B-XP03-15,Student
9da762c725ffc5a04704c70a58f213d09e2c2b4ab0c389ea4ca803b1f4bd76ae,b8a63fe218bae1313e94bd44f122ccf4bd748f16721b507e2b55fb508842b9b0,studenti.polito.it,-49.0,43.0,162848968.0,5654575,AP-AULAR4-03,Student
2362b0e87b0299182fcb1fe84765192d864c66d69b342ef2135222b0d4d1acfa,406b322078179c7ac46b5dad2ee7f8910d8ca82ae210d912196cb6fcc81bbfcf,studenti.polito.it,-70.0,24.0,8594819.0,3854070,AP-LING-AULA208,Student
4c72c05abf73a293b8b794d8b6dc2016b5200d6b6ed041a68b66d022af960ac2,3dd1d994c029a989c870cff75a5dec5b400c620d78017086fcdae6c6bf7fed40,studenti.polito.it,-62.0,34.0,40049923.0,15295840,AP-LING-AULA208,Student
721223db0b41761dcd856436f5a4f9ebba0f6c279f83ab737b247682ace76cbf,571b67e2696e506c6e848f025bf23d0d5b5035c2043c707d05fe366ae1c9c9c1,studenti.polito.it,-61.0,27.0,225337913.0,36570924,AP-INGCINEMA-01,Student
4c7e187f5041872037eb832bc43b7943a29eda3348352101f2c70a18015809f1,baff908ec7f56a9b3d4ed119b3adc55eadd1668e637ae524869bf7bbd90a1971,studenti.polito.it,-51.0,42.0,32665177.0,6205607,AP-AULA5S-03,Student
