MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
fd982b08e8c2e2b2c4eb0ea85d9609fd9d3f140c5405756f45cf86d670c00dbe,9fab419e6cfccd55d05b7a34be9f749ce9fa7fc81544a89e098da0a4b7043853,polito.it,-78.0,13.0,20089.0,6556,AP-DITIC09,Staff
94579e1d9706a9975ad8810ac90c82171f01c590026ad6084bb8edb473e0f847,bb348f31e4f20d049546c7069f550cb109198c43cb8bfe4689975816e59b43c1,studenti.polito.it,-52.0,41.0,1462346.0,4567687,AP-AULA11T-01,Student
e7d3871a2773fc466b6dab8991796de55e33dead164b608420e5334410cd31e0,4c9d5957986ab44a98d1ab22409a507faa5742d3c93384f33c44bcf2b97ff463,studenti.polito.it,-76.0,19.0,1980116.0,3160673,AP-AULAR4B-03,Student
8c9f4e0bcfb26c16c27a84e38d6880ce71962fbda4cd3b0cb3cda2cea425d5af,,,,15.0,7731712.0,790171,AP-DIATI0-01,Unknown
3b964d760a0ce0788a7e5f79d1b39a0c101f3c76d92d6e8aadfcb9a125c1c674,d6cacef244a0719cd193c16c42f32f3e0020cb4114765ee387a7a57948460e6e,studenti.polito.it,-65.0,28.0,141077224.0,21743848,AP-LAIB5D-02,Student
db56660392e24089162da64b6fd220274a6ca83900b25f1c04e1ebd9b4975a10,410662103bca98e28a3ad3611ae201f5844a47b2acc82fc21d426385ee639cb8,studenti.polito.it,-51.0,29.0,605323769.0,15894268,AP-AULASTUDIOR1-01,Student
afa83f8b9227617bd9fb6802d6802dfe432d623a92e7e6646f9e9aba2a094031,5816ee40619d968f37d6c758acbe6b18ffeb6edf39be9beaec64f49339b21d48,studenti.polito.it,-60.0,28.0,377256.0,106609,AP-FISLAB3,Student
ec23fa7e94867d8bf37068a13d83cfac33052ad0d915422f278349af39260e7d,677863d1baf4a06b722b4dc3fd426047f882a4e203d4554c4d2c2512900582ec,studenti.polito.it,-50.0,44.0,27202019.0,19061180,AP-AULA9B-01,Student
847681ed10aff80ea2101a541ea2f6cb2d9171f7c1e1e9ab5082679d699eabad,cd2286d9f1179dbf05b15600b0d1fdfda6b4cf4c021f7a30f0d79afd425c4531,polito.it,-60.0,36.0,163374027.0,81603182,AP-DENER02,Staff
b6404d5a542214d60d8518347d9367e23c5cdc2b8677723421bd0815779f8f31,3b8bc81310e33a06027957f8ff9832030667469bdd59abbe418bf1a33010a113,polito.it,-60.0,32.0,325056241.0,103605617,AP-AULA12I-01,Staff
